,sentence,correct,error_type,penn,penn_trigram,ud,ud_trigram,Negative transfer?,es,en,nlt,result
40,She went up the book.,False,MT,PRP VBD RP DT NN . ,VBD RP DT,PRON VERB PART DET NOUN PUNCT ,VERB PART DET,True,20.18759372298362,24.39768698038669,False,False
41,They were waiting.,True,_,PRP VBD VBG . ,PRP VBD VBG,PRON VERB VERB PUNCT ,PRON VERB VERB,False,24.30655720492339,24.83829057131752,False,True
42,Mary laughed.,True,_,NNP VBD . ,NNP VBD .,PROPN VERB PUNCT ,PROPN VERB PUNCT,False,24.525435783904605,25.29917682285773,False,True
43,What did she laugh?,False,MT,WP VBD PRP VB . ,VB . _,PRON VERB PRON VERB PUNCT ,VERB PUNCT _,True,25.09283938883732,25.71669283206471,False,False
44,Football likes me.,False,_,NN VBZ PRP . ,NN VBZ PRP,NOUN VERB PRON PUNCT ,NOUN VERB PRON,True,25.80093194078709,26.314879307572212,False,False
45,"Do you want to go? No, I don't want.",False,MT,"VBP PRP VB TO VB . UH , PRP VBP RB VB . ",VB . _,VERB PRON VERB PART VERB PUNCT INTJ PUNCT PRON VERB ADV VERB PUNCT ,VERB PUNCT _,True,25.09283938883732,25.71669283206471,False,False
46,I like to get up early; I'm used.,False,MA,PRP VBP TO VB RP RB : PRP VBP VBN . ,VBN . _,PRON VERB PART VERB PART ADV PUNCT PRON VERB VERB PUNCT ,VERB PUNCT _,True,25.09283938883732,25.71669283206471,False,False
47,"Are they coming? No, I don't think.",False,MA,"VBP PRP VBG . UH , PRP VBP RB VB . ",VB . _,VERB PRON VERB PUNCT INTJ PUNCT PRON VERB ADV VERB PUNCT ,VERB PUNCT _,True,25.09283938883732,25.71669283206471,False,False
48,Look! It rains!,False,TV,VB . PRP VBZ . ,PRP VBZ .,VERB PUNCT PRON VERB PUNCT ,PRON VERB PUNCT,True,24.30655720492339,24.83829057131752,False,False
49,I wait for you at home.,False,MV,PRP VBP IN PRP IN NN . ,VBP IN PRP,PRON VERB ADP PRON ADP NOUN PUNCT ,VERB ADP PRON,True,25.612819093815713,26.02319963218409,False,False
50,I see her this evening.,False,MV,PRP VBP PRP DT NN . ,VBP PRP DT,PRON VERB PRON DET NOUN PUNCT ,VERB PRON DET,True,24.30655720492339,24.83829057131752,False,False
51,How long are you working in your present job?,False,TV,WRB RB VBP PRP VBG IN PRP$ JJ NN . ,VBP PRP VBG,ADV ADV VERB PRON VERB ADP DET ADJ NOUN PUNCT ,VERB PRON VERB,True,24.30655720492339,24.83829057131752,False,False
52,It's a long time that I live here.,False,TV,PRP VBZ DT JJ NN WDT PRP VBP RB . ,VBP RB .,PRON VERB DET ADJ NOUN DET PRON VERB ADV PUNCT ,VERB ADV PUNCT,True,24.1658788805338,25.10134180134833,False,False
53,When has she received the letter?,False,TV,WRB VBZ PRP VBD DT NN . ,VBZ PRP VBD,ADV VERB PRON VERB DET NOUN PUNCT ,VERB PRON VERB,True,24.30655720492339,24.83829057131752,False,False
54,Today I've finished work early because I've started at seven o'clock this morning.,False,UV,NN PRP VB VBN NN RB IN PRP VB VBN IN CD NN DT NN . ,VB VBN NN,NOUN PRON VERB VERB NOUN ADV ADP PRON VERB VERB ADP NUM NOUN DET NOUN PUNCT ,VERB VERB NOUN,True,24.92742375139052,26.20659804836686,False,False
55,"When we were young, we were playing a lot of tennis.",False,TV,"WRB PRP VBD JJ , PRP VBD VBG DT NN IN NN . ",VBD VBG DT,ADV PRON VERB ADJ PUNCT PRON VERB VERB DET NOUN ADP NOUN PUNCT ,VERB VERB DET,True,24.92742375139052,26.20659804836686,False,False
56,"When I was a teenager, I was having a motorbike.",False,TV,"WRB PRP VBD DT NN , PRP VBD VBG DT NN . ",VBD VBG DT,ADV PRON VERB DET NOUN PUNCT PRON VERB VERB DET NOUN PUNCT ,VERB VERB DET,True,24.92742375139052,26.20659804836686,False,False
57,She wasn't knowing that he had died.,False,TV,PRP VBD RB VBG IN PRP VBD VBN . ,VBD RB VBG,PRON VERB ADV VERB ADP PRON VERB VERB PUNCT ,VERB ADV VERB,True,24.1658788805338,25.10134180134833,False,False
58,Come you tomorrow!,False,UA,VB PRP NN . ,PRP NN .,VERB PRON NOUN PUNCT ,PRON NOUN PUNCT,True,25.180065394319957,24.94657183052287,True,True
59,"When Mary will get here, tell her to come in.",False,TV,"WRB NNP MD VB RB , VB PRP TO VB RP . ",MD VB RB,ADV PROPN VERB VERB ADV PUNCT VERB PRON PART VERB PART PUNCT ,VERB VERB ADV,True,24.92742375139052,26.20659804836686,False,False
60,I use to do a lot of exercise.,False,TV,PRP VBP TO VB DT NN IN NN . ,VBP TO VB,PRON VERB PART VERB DET NOUN ADP NOUN PUNCT ,VERB PART VERB,True,20.18759372298362,24.39768698038669,False,False
61,The house built itself before the war.,False,MV,DT NN VBD PRP IN DT NN . ,VBD PRP IN,DET NOUN VERB PRON ADP DET NOUN PUNCT ,VERB PRON ADP,True,24.30655720492339,24.83829057131752,False,False
62,They were given bikes for Christmas.,True,_,PRP VBD VBN NNS IN NNP . ,PRP VBD VBN,PRON VERB VERB NOUN ADP PROPN PUNCT ,PRON VERB VERB,False,24.30655720492339,24.83829057131752,False,True
63,Polly was owed a lot of money.,True,_,NNP VBD VBN DT NN IN NN . ,VBD VBN DT,PROPN VERB VERB DET NOUN ADP NOUN PUNCT ,VERB VERB DET,False,24.92742375139052,26.20659804836686,False,True
64,To smoke is bad for you.,False,FV,TO VB VBZ JJ IN PRP . ,TO VB VBZ,PART VERB VERB ADJ ADP PRON PUNCT ,PART VERB VERB,True,20.18759372298362,24.39768698038669,False,False
65,It's difficult learn English.,False,FV,PRP VBZ JJ VBP NNP . ,VBP NNP .,PRON VERB ADJ VERB PROPN PUNCT ,VERB PROPN PUNCT,True,24.525435783904605,25.29917682285773,False,False
66,Let us to see.,False,FV,VB PRP TO VB . ,TO VB .,VERB PRON PART VERB PUNCT ,PART VERB PUNCT,True,20.18759372298362,24.39768698038669,False,False
67,The food is more important than the art.,False,UD,DT NN VBZ RBR JJ IN DT NN . ,DT NN .,DET NOUN VERB ADV ADJ ADP DET NOUN PUNCT ,DET NOUN PUNCT,True,26.399967422980488,26.090646578956715,True,True
68,Do you like the big dogs?,False,UD,VBP PRP VB DT JJ NNS . ,DT JJ NNS,VERB PRON VERB DET ADJ NOUN PUNCT ,DET ADJ NOUN,True,25.42736577258031,25.191163985907522,True,True
69,"That is the yours, and this is the mine.",False,UD,"DT VBZ DT NNS , CC DT VBZ DT NN . ",DT NN .,DET VERB DET NOUN PUNCT CCONJ DET VERB DET NOUN PUNCT ,DET NOUN PUNCT,True,26.399967422980488,26.090646578956715,True,True
70,Do you have car?,False,MD,VBP PRP VB NN . ,VB NN .,VERB PRON VERB NOUN PUNCT ,VERB NOUN PUNCT,True,25.80093194078709,26.314879307572212,False,False
71,Her sister is dentist.,False,MD,PRP$ NN VBZ NN . ,NN . _,DET NOUN VERB NOUN PUNCT ,NOUN PUNCT _,True,25.96634757823389,25.82497409127006,True,True
72,I have ones nice American friends.,False,RQ,PRP VBP NNS JJ JJ NNS . ,NNS JJ JJ,PRON VERB NOUN ADJ ADJ NOUN PUNCT ,NOUN ADJ ADJ,True,25.701838479783483,25.523677973728372,True,True
73,The table is dirty.,True,_,DT NN VBZ JJ . ,NN VBZ JJ,DET NOUN VERB ADJ PUNCT ,NOUN VERB ADJ,False,25.80093194078709,26.314879307572212,False,True
74,"Clean her, please.",False,RA,"VB PRP , UH . ","VB PRP ,",VERB PRON PUNCT INTJ PUNCT ,VERB PRON PUNCT,True,24.30655720492339,24.83829057131752,False,False
75,"They showed me two models, and I bought the small.",False,M,"PRP VBD PRP CD NNS , CC PRP VBD DT JJ . ",JJ . _,PRON VERB PRON NUM NOUN PUNCT CCONJ PRON VERB DET ADJ PUNCT ,ADJ PUNCT _,True,24.99374592783371,24.925491498220865,True,True
76,I am more old than my sister.,False,IJ,PRP VBP RBR JJ IN PRP$ NN . ,RBR JJ IN,PRON VERB ADV ADJ ADP DET NOUN PUNCT ,ADV ADJ ADP,True,24.06678541953019,24.310140467504482,False,False
77,Barcelona is the more large city of Catalonia.,False,IJ,NNP VBZ DT RBR JJ NN IN NNP . ,RBR JJ NN,PROPN VERB DET ADV ADJ NOUN ADP PROPN PUNCT ,ADV ADJ NOUN,True,24.06678541953019,24.310140467504482,False,False
78,Rosa isn't French. Is Spanish.,False,MA,NNP VBZ RB NNP . VBZ JJ . ,VBZ JJ .,PROPN VERB ADV PROPN PUNCT VERB ADJ PUNCT ,VERB ADJ PUNCT,True,24.82833029038692,25.41539671452302,False,False
79,Have gone home because wanted to go to bed.,False,MA,VBP VBN RB IN VBD TO VB IN NN . ,VBP VBN RB,VERB VERB ADV ADP VERB PART VERB ADP NOUN PUNCT ,VERB VERB ADV,True,24.92742375139052,26.20659804836686,False,False
80,Was raining.,False,MA,VBD VBG . ,VBD VBG .,VERB VERB PUNCT ,VERB VERB PUNCT,True,24.92742375139052,26.20659804836686,False,False
81,That's the man who he lives next door to us.,False,UA,DT VBZ DT NN WP PRP VBZ JJ NN IN PRP . ,IN PRP .,DET VERB DET NOUN PRON PRON VERB ADJ NOUN ADP PRON PUNCT ,ADP PRON PUNCT,True,24.99195254734857,24.654892155134746,True,True
82,I saw she.,False,RA,PRP VBD PRP . ,VBD PRP .,PRON VERB PRON PUNCT ,VERB PRON PUNCT,True,24.30655720492339,24.83829057131752,False,False
83,They know we.,False,RA,PRP VBP PRP . ,PRP . _,PRON VERB PRON PUNCT ,PRON PUNCT _,True,24.471972842370185,24.348385355015374,True,True
84,How many cakes is it in the cupboard?,False,AGV,WRB JJ NNS VBZ PRP IN DT NN . ,PRP IN DT,ADV ADJ NOUN VERB PRON ADP DET NOUN PUNCT ,PRON ADP DET,True,24.99195254734857,24.654892155134746,True,True
85,Who is it? Am I.,False,RA,WP VBZ PRP . VBP NN . ,VBP NN .,PRON VERB PRON PUNCT VERB NOUN PUNCT,VERB NOUN PUNCT,True,25.80093194078709,26.314879307572212,False,False
86,They enjoyed very much.,False,MA,PRP VBD RB RB . ,RB RB .,PRON VERB ADV ADV PUNCT ,ADV ADV PUNCT,True,23.404334009677072,23.9960855543298,False,False
87,She complained herself.,False,UA,PRP VBD PRP . ,PRP . _,PRON VERB PRON PUNCT ,PRON PUNCT _,True,24.471972842370185,24.348385355015374,True,True
88,I showered me and went out.,False,UA,PRP VBD PRP CC VBD RP . ,PRP CC VBD,PRON VERB PRON CCONJ VERB PART PUNCT ,PRON CCONJ VERB,True,23.27418045437457,23.204471208033986,True,True
89,Bill cut himself the finger.,False,RA,NNP VBD PRP DT NN . ,PRP DT NN,PROPN VERB PRON DET NOUN PUNCT ,PRON DET NOUN,True,24.90559268711679,24.61405784270202,True,True
90,Sara and Joe had both got his shoes wet.,False,RA,NNP CC NNP VBD DT VBN PRP$ NNS JJ . ,PRP$ NNS JJ,PROPN CCONJ PROPN VERB DET VERB DET NOUN ADJ PUNCT ,DET NOUN ADJ,True,26.399967422980488,26.090646578956715,True,True
91,The my cousin is in Portugal.,False,UD,DT PRP$ NN VBZ IN NNP . ,DT PRP$ NN,DET DET NOUN VERB ADP PROPN PUNCT ,DET DET NOUN,True,26.125494715777315,25.758132591135873,True,True
92,The girls we saw looked quite happy.,True,_,DT NNS PRP VBD VBD RB JJ . ,NNS PRP VBD,DET NOUN PRON VERB VERB ADV ADJ PUNCT ,NOUN PRON VERB,False,25.180065394319957,24.94657183052287,True,False
93,Did you like the woman we spoke to?,True,_,VBD PRP VB DT NN PRP VBD IN . ,VBD IN .,VERB PRON VERB DET NOUN PRON VERB ADP PUNCT ,VERB ADP PUNCT,False,25.612819093815713,26.02319963218409,False,True
94,We are going to have the house painted.,True,_,PRP VBP VBG TO VB DT NN VBN . ,TO VB DT,PRON VERB VERB PART VERB DET NOUN VERB PUNCT ,PART VERB DET,False,20.18759372298362,24.39768698038669,False,True
95,We are going to make paint the house.,False,MT,PRP VBP VBG TO VB NN DT NN . ,TO VB NN,PRON VERB VERB PART VERB NOUN DET NOUN PUNCT ,PART VERB NOUN,True,20.18759372298362,24.39768698038669,False,False
96,They refused helping their neighbours.,False,FV,PRP VBD VBG PRP$ NNS . ,VBG PRP$ NNS,PRON VERB VERB DET NOUN PUNCT ,VERB DET NOUN,True,25.52645923358392,25.982365319751374,False,False
97,I'll never forget to see that accident.,False,FV,PRP MD RB VB TO VB DT NN . ,TO VB DT,PRON AUX ADV VERB PART VERB DET NOUN PUNCT ,PART VERB DET,True,20.18759372298362,24.39768698038669,False,False
98,She explained me the problem.,False,MT,PRP VBD PRP DT NN . ,PRP DT NN,PRON VERB PRON DET NOUN PUNCT ,PRON DET NOUN,True,24.90559268711679,24.61405784270202,True,True
99,They suggested Jim to take the job.,False,W,PRP VBD NNP TO VB DT NN . ,NNP TO VB,PRON VERB PROPN PART VERB DET NOUN PUNCT ,PROPN PART VERB,True,19.785605755497702,23.49026575487755,False,False
100,I am asking that they go.,False,W,PRP VBP VBG IN PRP VBP . ,IN PRP VBP,PRON VERB VERB ADP PRON VERB PUNCT ,ADP PRON VERB,True,24.99195254734857,24.654892155134746,True,True
101,They ordered her that she should go.,False,W,PRP VBD PRP IN PRP MD VB . ,PRP IN PRP,PRON VERB PRON ADP PRON VERB VERB PUNCT ,PRON ADP PRON,True,24.99195254734857,24.654892155134746,True,True
102,They ordered her that she went.,False,W,PRP VBD PRP IN PRP VBD . ,PRP IN PRP,PRON VERB PRON ADP PRON VERB PUNCT ,PRON ADP PRON,True,24.99195254734857,24.654892155134746,True,True
103,I want that you don't go.,False,X,PRP VBP IN PRP VBP RB VB . ,IN PRP VBP,PRON VERB ADP PRON VERB ADV VERB PUNCT ,ADP PRON VERB,True,24.99195254734857,24.654892155134746,True,True
104,I want that you not go.,False,X,PRP VBP IN PRP RB VBP . ,IN PRP RB,PRON VERB ADP PRON ADV VERB PUNCT ,ADP PRON ADV,True,24.99195254734857,24.654892155134746,True,True
105,The captain ordered the soldiers that they didn't retreat.,False,X,DT NN VBD DT NNS IN PRP VBD RB VB . ,IN PRP VBD,DET NOUN VERB DET NOUN ADP PRON VERB ADV VERB PUNCT ,ADP PRON VERB,True,24.99195254734857,24.654892155134746,True,True
106,I don't know where does Mary live.,False,UV,PRP VBP RB VB WRB VBZ NNP VB . ,VBZ NNP VB,PRON VERB ADV VERB ADV VERB PROPN VERB PUNCT ,VERB PROPN VERB,True,24.525435783904605,25.29917682285773,False,False
107,They asked me how much did I earn.,False,UV,PRP VBD PRP WRB JJ VBD PRP VB . ,VBD PRP VB,PRON VERB PRON ADV ADJ VERB PRON VERB PUNCT ,VERB PRON VERB,True,24.30655720492339,24.83829057131752,False,False
108,They took to their mother to the hospital.,False,UT,PRP VBD IN PRP$ NN IN DT NN . ,IN PRP$ NN,PRON VERB ADP DET NOUN ADP DET NOUN PUNCT ,ADP DET NOUN,True,26.211854576009106,25.79896690356859,True,True
109,For what have you come?,False,W,IN WP VBP PRP VB . ,IN WP VBP,ADP PRON VERB PRON VERB PUNCT ,ADP PRON VERB,True,24.99195254734857,24.654892155134746,True,True
110,I don't know who they're working for.,True,_,PRP VBP RB VB WP PRP VBP VBG IN . ,VBG IN .,PRON VERB ADV VERB PRON PRON VERB VERB ADP PUNCT ,VERB ADP PUNCT,False,25.612819093815713,26.02319963218409,False,True
111,Who does Fred sit next to?,True,_,WP VBZ NNP VB RB IN . ,RB IN .,PRON VERB PROPN VERB ADV ADP PUNCT ,ADV ADP PUNCT,False,24.851274222958985,24.917943385165557,False,True
112,"After to see the film, we went for a meal.",False,FV,"IN TO VB DT NN , PRP VBD IN DT NN . ",TO VB DT,ADP PART VERB DET NOUN PUNCT PRON VERB ADP DET NOUN PUNCT ,PART VERB DET,True,20.18759372298362,24.39768698038669,False,False
113,I've got two news for you.,False,CN,PRP VB VBN CD NN IN PRP . ,CD NN IN,PRON VERB VERB NUM NOUN ADP PRON PUNCT ,NUM NOUN ADP,True,23.39166510941439,23.50847348312059,False,False
