,sentence,correct,tags,tags_trigram,poss,poss_trigram,en,es,model_result
31,"You have a car, no?",False,"PRP VBP DT NN , UH . ",", UH .",PRON VERB DET NOUN PUNCT INTJ PUNCT ,PUNCT INTJ PUNCT,17.216228953634655,15.893644252597378,False
32,Peter not found the key.,False,NNP RB VBD DT NN . ,RB VBD DT,PROPN ADV VERB DET NOUN PUNCT ,ADV VERB DET,20.07901671390186,20.618201200379886,True
33,Peter not has found the key.,False,NNP RB VBZ VBN DT NN . ,RB VBZ VBN,PROPN ADV VERB VERB DET NOUN PUNCT ,ADV VERB VERB,21.207045637458233,22.21729599444763,True
34,I no understand.,False,PRP RB VBP . ,RB VBP .,PRON ADV VERB PUNCT ,ADV VERB PUNCT,21.103937390745923,22.024686128186932,True
35,Those no.,False,DT UH . ,DT UH .,DET INTJ PUNCT ,DET INTJ PUNCT,18.038306543829354,17.060580547407255,False
36,Green no.,False,NNP NN . ,NNP NN .,PROPN NOUN PUNCT ,PROPN NOUN PUNCT,23.05568198788986,24.069222679599658,True
37,Here no.,False,RB UH . ,RB UH .,ADV INTJ PUNCT ,ADV INTJ PUNCT,17.167199491997632,15.637441332071695,False
38,I not saw nobody.,False,PRP RB VBD NN . ,RB VBD NN,PRON ADV VERB NOUN PUNCT ,ADV VERB NOUN,20.07901671390186,20.618201200379886,True
39,I didn't see nobody.,False,PRP VBD RB VB NN . ,NN . _,PRON VERB ADV VERB NOUN PUNCT ,NOUN PUNCT _,22.523090056657015,23.352991483280743,True
40,Tom not helps her never.,False,NNP RB VBZ PRP RB . ,RB VBZ PRP,PROPN ADV VERB PRON ADV PUNCT ,ADV VERB PRON,21.207045637458233,22.21729599444763,True
41,Tom doesn't help her never.,False,NNP VBZ RB VB PRP RB . ,PRP RB .,PROPN VERB ADV VERB PRON ADV PUNCT ,PRON ADV PUNCT,21.53592484374217,21.569433292379642,True
42,I waited but anybody came.,False,PRP VBD CC NN VBD . ,NN VBD .,PRON VERB CCONJ NOUN VERB PUNCT , NOUN VERB PUNCT,21.098785491489057,21.75465603751117,True
43,Maria cans cook.,False,NNP NNS VBP . ,NNS VBP .,PROPN NOUN VERB PUNCT ,NOUN VERB PUNCT,21.250052099199348,22.408075659634903,True
44,Do you can swim?,False,VBP PRP MD VB . ,VBP PRP MD,VERB PRON VERB VERB PUNCT ,VERB PRON VERB,20.91557925318136,21.304918758451524,True
45,May you come tomorrow?,False,MD PRP VB NN . ,MD PRP VB,VERB PRON VERB NOUN PUNCT ,VERB PRON VERB,20.59446289778454,19.913815449442726,False
46,She could find the key.,False,PRP MD VB DT NN . ,MD VB DT,PRON VERB VERB DET NOUN PUNCT ,VERB VERB DET,20.708054292775905,20.573456451753096,False
47,She had to win the match.,False,PRP VBD TO VB DT NN . ,VBD TO VB,PRON VERB PART VERB DET NOUN PUNCT ,VERB PART VERB,19.248937372519208,20.320695759663728,True
48,They will can do it next week.,False,PRP MD MD VB PRP JJ NN . ,MD MD VB,PRON VERB VERB VERB PRON ADJ NOUN PUNCT ,VERB VERB VERB,19.841359089391467,18.977964976241218,False
49,She went up the stairs.,True,PRP VBD RP DT NNS . ,VBD RP DT,PRON VERB PART DET NOUN PUNCT ,VERB PART DET,17.342512375414657,13.966441870336535,True
50,She went up the book.,False,PRP VBD RP DT NN . ,VBD RP DT,PRON VERB PART DET NOUN PUNCT ,VERB PART DET,17.342512375414657,13.966441870336535,False
51,They were waiting.,True,PRP VBD VBG . ,PRP VBD VBG,PRON VERB VERB PUNCT ,PRON VERB VERB,19.890658576337305,19.898433830644482,False
52,They were waiting the bus.,False,PRP VBD VBG DT NN . ,VBG DT NN,PRON VERB VERB DET NOUN PUNCT ,VERB DET NOUN,21.563753130834304,21.294844128954807,False
53,Mary laughed.,True,NNP VBD . ,NNP VBD .,PROPN VERB PUNCT ,PROPN VERB PUNCT,20.390646942897803,21.261768380733205,False
54,What did she laugh?,False,WP VBD PRP VB . ,VB . _,PRON VERB PRON VERB PUNCT ,VERB PUNCT _,21.42855453649662,22.156410278724422,True
55,Football likes me.,False,NN VBZ PRP . ,NN VBZ PRP,NOUN VERB PRON PUNCT ,NOUN VERB PRON,22.226814415045414,23.353750831578914,True
56,"Do they want some money? Yes, they want.",False,"VBP PRP VB DT NN . UH , PRP VBP . ",VBP . _,VERB PRON VERB DET NOUN PUNCT INTJ PUNCT PRON VERB PUNCT ,VERB PUNCT _,20.882975688509003,21.95202211222135,True
57,"Do you want to go? No, I don't want.",False,"VBP PRP VB TO VB . UH , PRP VBP RB VB . ",VB . _,VERB PRON VERB PART VERB PUNCT INTJ PUNCT PRON VERB ADV VERB PUNCT ,VERB PUNCT _,21.42855453649662,22.156410278724422,True
58,I like to get up early; I'm used.,False,PRP VBP TO VB RP RB : PRP VBP VBN . ,VBN . _,PRON VERB PART VERB PART ADV PUNCT PRON VERB VERB PUNCT ,VERB PUNCT _,20.888461663886762,21.13764368989773,True
59,"Are they coming? No, I don't think.",False,"VBP PRP VBG . UH , PRP VBP RB VB . ",VB . _,VERB PRON VERB PUNCT INTJ PUNCT PRON VERB ADV VERB PUNCT ,VERB PUNCT _,21.42855453649662,22.156410278724422,True
60,Look! It rains!,False,VB . PRP VBZ . ,PRP VBZ .,VERB PUNCT PRON VERB PUNCT ,PRON VERB PUNCT,21.018687499893662,21.497528624712213,True
61,Do I come tomorrow?,False,VBP PRP VB NN . ,VBP PRP VB,VERB PRON VERB NOUN PUNCT ,VERB PRON VERB,20.91557925318136,21.304918758451524,True
62,I wait for you at home.,False,PRP VBP IN PRP IN NN . ,VBP IN PRP,PRON VERB ADP PRON ADP NOUN PUNCT ,VERB ADP PRON,22.18086725508148,23.604473140672113,True
63,I see her this evening.,False,PRP VBP PRP DT NN . ,VBP PRP DT,PRON VERB PRON DET NOUN PUNCT ,VERB PRON DET,20.91557925318136,21.304918758451524,True
64,How long are you working in your present job?,False,WRB RB VBP PRP VBG IN PRP$ JJ NN . ,VBP PRP VBG,ADV ADV VERB PRON VERB ADP DET ADJ NOUN PUNCT ,VERB PRON VERB,20.91557925318136,21.304918758451524,True
65,It's a long time that I live here.,False,PRP VBZ DT JJ NN WDT PRP VBP RB . ,VBP RB .,PRON VERB DET ADJ NOUN DET PRON VERB ADV PUNCT ,VERB ADV PUNCT,21.103937390745923,22.024686128186932,True
66,When has she received the letter?,False,WRB VBZ PRP VBD DT NN . ,VBZ PRP VBD,ADV VERB PRON VERB DET NOUN PUNCT ,VERB PRON VERB,21.018687499893662,21.497528624712213,True
67,Today I've finished work early because I've started at seven o'clock this morning.,False,NN PRP VB VBN NN RB IN PRP VB VBN IN CD NN DT NN . ,VB VBN NN,NOUN PRON VERB VERB NOUN ADV ADP PRON VERB VERB ADP NUM NOUN DET NOUN PUNCT ,VERB VERB NOUN,21.034656623550475,21.150181338438284,True
68,"When we were young, we were playing a lot of tennis.",False,"WRB PRP VBD JJ , PRP VBD VBG DT NN IN NN . ",VBD VBG DT,ADV PRON VERB ADJ PUNCT PRON VERB VERB DET NOUN ADP NOUN PUNCT ,VERB VERB DET,19.047379811597708,18.20070545188409,False
69,"When I was a teenager, I was having a motorbike.",False,"WRB PRP VBD DT NN , PRP VBD VBG DT NN . ",VBD VBG DT,ADV PRON VERB DET NOUN PUNCT PRON VERB VERB DET NOUN PUNCT ,VERB VERB DET,19.047379811597708,18.20070545188409,False
70,She wasn't knowing that he had died.,False,PRP VBD RB VBG IN PRP VBD VBN . ,VBD RB VBG,PRON VERB ADV VERB ADP PRON VERB VERB PUNCT ,VERB ADV VERB,20.07901671390186,20.618201200379886,True
71,Come you tomorrow!,False,VB PRP NN . ,PRP NN .,VERB PRON NOUN PUNCT ,PRON NOUN PUNCT,22.55569362132936,22.705888129510928,True
72,"When Mary will get here, tell her to come in.",False,"WRB NNP MD VB RB , VB PRP TO VB RP . ",MD VB RB,ADV PROPN VERB VERB ADV PUNCT VERB PRON PART VERB PART PUNCT ,VERB VERB ADV,20.708054292775905,20.573456451753096,False
73,I use to do a lot of exercise.,False,PRP VBP TO VB DT NN IN NN . ,VBP TO VB,PRON VERB PART VERB DET NOUN ADP NOUN PUNCT ,VERB PART VERB,20.273858049363263,21.727180687470774,True
74,The house built itself before the war.,False,DT NN VBD PRP IN DT NN . ,VBD PRP IN,DET NOUN VERB PRON ADP DET NOUN PUNCT ,VERB PRON ADP,19.890658576337305,19.898433830644482,True
75,They were given bikes for Christmas.,True,PRP VBD VBN NNS IN NNP . ,PRP VBD VBN,PRON VERB VERB NOUN ADP PROPN PUNCT ,PRON VERB VERB,19.890658576337305,19.898433830644482,False
76,Polly was owed a lot of money.,True,NNP VBD VBN DT NN IN NN . ,VBD VBN DT,PROPN VERB VERB DET NOUN ADP NOUN PUNCT ,VERB VERB DET,19.464157098718808,19.53930824412816,False
77,The lecture was very bored.,False,DT NN VBD RB JJ . ,JJ . _,DET NOUN VERB ADV ADJ PUNCT ,ADJ PUNCT _,21.922084394282425,22.82452487918165,True
78,I'm very interesting in Polish films.,False,PRP VBP RB JJ IN JJ NNS . ,JJ IN JJ,PRON VERB ADV ADJ ADP ADJ NOUN PUNCT ,ADJ ADP ADJ,23.219975960854907,24.476975907632422,True
79,To smoke is bad for you.,False,TO VB VBZ JJ IN PRP . ,TO VB VBZ,PART VERB VERB ADJ ADP PRON PUNCT ,PART VERB VERB,20.81943689735088,21.931568853973843,True
80,It's difficult learn English.,False,PRP VBZ JJ VBP NNP . ,VBP NNP .,PRON VERB ADJ VERB PROPN PUNCT ,VERB PROPN PUNCT,21.415567619741854,22.668253308540255,True
81,Let us to see.,False,VB PRP TO VB . ,TO VB .,VERB PRON PART VERB PUNCT ,PART VERB PUNCT,20.81943689735088,21.931568853973843,True
82,The food is more important than the art.,False,DT NN VBZ RBR JJ IN DT NN . ,DT NN .,DET NOUN VERB ADV ADJ ADP DET NOUN PUNCT ,DET NOUN PUNCT,23.61515881072565,24.84879471458189,True
83,Do you like the big dogs?,False,VBP PRP VB DT JJ NNS . ,DT JJ NNS,VERB PRON VERB DET ADJ NOUN PUNCT ,DET ADJ NOUN,23.014153148351067,24.3203281104828,True
84,"That is the yours, and this is the mine.",False,"DT VBZ DT NNS , CC DT VBZ DT NN . ",DT NN .,DET VERB DET NOUN PUNCT CCONJ DET VERB DET NOUN PUNCT ,DET NOUN PUNCT,23.61515881072565,24.84879471458189,True
85,We used to live in one flat; now we live in one house.,False,PRP VBD TO VB IN CD JJ : RB PRP VBP IN CD NN . ,CD NN .,PRON VERB PART VERB ADP NUM ADJ PUNCT ADV PRON VERB ADP NUM NOUN PUNCT ,NUM NOUN PUNCT,21.197974214960638,21.802968837108292,True
86,Do you have car?,False,VBP PRP VB NN . ,VB NN .,VERB PRON VERB NOUN PUNCT ,VERB NOUN PUNCT,22.669285016320725,23.36552913182129,True
87,Her sister is dentist.,False,PRP$ NN VBZ NN . ,NN . _,DET NOUN VERB NOUN PUNCT ,NOUN PUNCT _,22.523090056657015,23.352991483280743,True
88,I have ones nice American friends.,False,PRP VBP NNS JJ JJ NNS . ,NNS JJ JJ,PRON VERB NOUN ADJ ADJ NOUN PUNCT ,NOUN ADJ ADJ,22.289160804972767,23.280578426595213,True
89,The table is dirty.,True,DT NN VBZ JJ . ,NN VBZ JJ,DET NOUN VERB ADJ PUNCT ,NOUN VERB ADJ,22.226814415045414,23.353750831578914,False
90,"Clean her, please.",False,"VB PRP , UH . ","VB PRP ,",VERB PRON PUNCT INTJ PUNCT ,VERB PRON PUNCT,21.461158101168973,21.5093069249546,True
91,"They showed me two models, and I bought the small.",False,"PRP VBD PRP CD NNS , CC PRP VBD DT JJ . ",JJ . _,PRON VERB PRON NUM NOUN PUNCT CCONJ PRON VERB DET ADJ PUNCT ,ADJ PUNCT _,21.922084394282425,22.82452487918165,True
92,I am more old than my sister.,False,PRP VBP RBR JJ IN PRP$ NN . ,RBR JJ IN,PRON VERB ADV ADJ ADP DET NOUN PUNCT ,ADV ADJ ADP,18.818001608846316,16.24542956510389,False
93,Barcelona is the more large city of Catalonia.,False,NNP VBZ DT RBR JJ NN IN NNP . ,RBR JJ NN,PROPN VERB DET ADV ADJ NOUN ADP PROPN PUNCT ,ADV ADJ NOUN,18.818001608846316,16.24542956510389,False
94,Rosa isn't French. Is Spanish.,False,NNP VBZ RB NNP . VBZ JJ . ,VBZ JJ .,PROPN VERB ADV PROPN PUNCT VERB ADJ PUNCT ,VERB ADJ PUNCT,21.625808752670835,22.82528422747982,True
95,Have gone home because wanted to go to bed.,False,VBP VBN RB IN VBD TO VB IN NN . ,VBP VBN RB,VERB VERB ADV ADP VERB PART VERB ADP NOUN PUNCT ,VERB VERB ADV,20.48907777556286,20.945793171935208,True
96,Was raining.,False,VBD VBG . ,VBD VBG .,VERB VERB PUNCT ,VERB VERB PUNCT,19.047379811597708,18.20070545188409,False
97,That's the man who he lives next door to us.,False,DT VBZ DT NN WP PRP VBZ JJ NN IN PRP . ,IN PRP .,DET VERB DET NOUN PRON PRON VERB ADJ NOUN ADP PRON PUNCT ,ADP PRON PUNCT,22.61285470807773,23.149220304864823,True
98,I saw she.,False,PRP VBD PRP . ,VBD PRP .,PRON VERB PRON PUNCT ,VERB PRON PUNCT,19.890658576337305,19.898433830644482,True
99,They know we.,False,PRP VBP PRP . ,PRP . _,PRON VERB PRON PUNCT ,PRON PUNCT _,21.314963141505263,21.49676927641405,True
100,How many cakes is it in the cupboard?,False,WRB JJ NNS VBZ PRP IN DT NN . ,PRP IN DT,ADV ADJ NOUN VERB PRON ADP DET NOUN PUNCT ,PRON ADP DET,22.61285470807773,23.149220304864823,True
101,Who is it? Am I.,False,WP VBZ PRP . VBP NN . ,VBP NN .,PRON VERB PRON PUNCT VERB NOUN PUNCT,VERB NOUN PUNCT,22.12370616833311,23.16114096531823,True
102,They enjoyed very much.,False,PRP VBD RB RB . ,RB RB .,PRON VERB ADV ADV PUNCT ,ADV ADV PUNCT,21.724282981306725,22.289200662115043,True
103,She complained herself.,False,PRP VBD PRP . ,PRP . _,PRON VERB PRON PUNCT ,PRON PUNCT _,21.314963141505263,21.49676927641405,True
104,I showered me and went out.,False,PRP VBD PRP CC VBD RP . ,PRP CC VBD,PRON VERB PRON CCONJ VERB PART PUNCT ,PRON CCONJ VERB,21.16243376097698,21.28080394156499,True
105,Mary washed the hair.,False,NNP VBD DT NN . ,DT NN .,PROPN VERB DET NOUN PUNCT ,DET NOUN PUNCT,23.61515881072565,24.84879471458189,True
106,Bill cut himself the finger.,False,NNP VBD PRP DT NN . ,PRP DT NN,PROPN VERB PRON DET NOUN PUNCT ,PRON DET NOUN,22.407031895573894,22.992572507715202,True
107,Sara and Joe had both got his shoes wet.,False,NNP CC NNP VBD DT VBN PRP$ NNS JJ . ,PRP$ NNS JJ,PROPN CCONJ PROPN VERB DET VERB DET NOUN ADJ PUNCT ,DET NOUN ADJ,20.30087523867245,21.25831193812345,True
108,The my cousin is in Portugal.,False,DT PRP$ NN VBZ IN NNP . ,DT PRP$ NN,DET DET NOUN VERB ADP PROPN PUNCT ,DET DET NOUN,21.025867582050733,22.298061622011037,True
109,The girls we saw looked quite happy.,True,DT NNS PRP VBD VBD RB JJ . ,NNS PRP VBD,DET NOUN PRON VERB VERB ADV ADJ PUNCT ,NOUN PRON VERB,21.682039552195608,21.95282282382761,False
110,Did you like the woman we spoke to?,True,VBD PRP VB DT NN PRP VBD IN . ,VBD IN .,VERB PRON VERB DET NOUN PRON VERB ADP PUNCT ,VERB ADP PUNCT,21.15594657823743,22.197988212865067,False
111,They have gone for buy a film.,False,PRP VBP VBN IN VB DT NN . ,IN VB DT,PRON VERB VERB ADP VERB DET NOUN PUNCT ,ADP VERB DET,22.726446103069094,23.80886130717518,True
112,We are going to have the house painted.,True,PRP VBP VBG TO VB DT NN VBN . ,TO VB DT,PRON VERB VERB PART VERB DET NOUN VERB PUNCT ,PART VERB DET,20.81943689735088,21.931568853973843,False
113,We are going to make paint the house.,False,PRP VBP VBG TO VB NN DT NN . ,TO VB NN,PRON VERB VERB PART VERB NOUN DET NOUN PUNCT ,PART VERB NOUN,20.81943689735088,21.931568853973843,True
114,They refused helping their neighbours.,False,PRP VBD VBG PRP$ NNS . ,VBG PRP$ NNS,PRON VERB VERB DET NOUN PUNCT ,VERB DET NOUN,19.123123627914854,18.457426658179685,False
115,I'll never forget to see that accident.,False,PRP MD RB VB TO VB DT NN . ,TO VB DT,PRON AUX ADV VERB PART VERB DET NOUN PUNCT ,PART VERB DET,20.81943689735088,21.931568853973843,True
116,She explained me the problem.,False,PRP VBD PRP DT NN . ,PRP DT NN,PRON VERB PRON DET NOUN PUNCT ,PRON DET NOUN,22.407031895573894,22.992572507715202,True
117,They suggested Jim to take the job.,False,PRP VBD NNP TO VB DT NN . ,NNP TO VB,PRON VERB PROPN PART VERB DET NOUN PUNCT ,PROPN PART VERB,21.20583386892001,22.63526240175221,True
118,I am asking that they go.,False,PRP VBP VBG IN PRP VBP . ,IN PRP VBP,PRON VERB VERB ADP PRON VERB PUNCT ,ADP PRON VERB,22.61285470807773,23.149220304864823,True
119,They ordered her that she should go.,False,PRP VBD PRP IN PRP MD VB . ,PRP IN PRP,PRON VERB PRON ADP PRON VERB VERB PUNCT ,PRON ADP PRON,22.61285470807773,23.149220304864823,True
120,They ordered her that she went.,False,PRP VBD PRP IN PRP VBD . ,PRP IN PRP,PRON VERB PRON ADP PRON VERB PUNCT ,PRON ADP PRON,22.61285470807773,23.149220304864823,True
121,I want that you don't go.,False,PRP VBP IN PRP VBP RB VB . ,IN PRP VBP,PRON VERB ADP PRON VERB ADV VERB PUNCT ,ADP PRON VERB,22.61285470807773,23.149220304864823,True
122,I want that you not go.,False,PRP VBP IN PRP RB VBP . ,IN PRP RB,PRON VERB ADP PRON ADV VERB PUNCT ,ADP PRON ADV,22.61285470807773,23.149220304864823,True
123,The captain ordered the soldiers that they didn't retreat.,False,DT NN VBD DT NNS IN PRP VBD RB VB . ,IN PRP VBD,DET NOUN VERB DET NOUN ADP PRON VERB ADV VERB PUNCT ,ADP PRON VERB,22.61285470807773,23.149220304864823,True
124,I don't know where does Mary live.,False,PRP VBP RB VB WRB VBZ NNP VB . ,VBZ NNP VB,PRON VERB ADV VERB ADV VERB PROPN VERB PUNCT ,VERB PROPN VERB,21.518675866454164,22.86086317480095,True
125,They asked me how much did I earn.,False,PRP VBD PRP WRB JJ VBD PRP VB . ,VBD PRP VB,PRON VERB PRON ADV ADJ VERB PRON VERB PUNCT ,VERB PRON VERB,19.890658576337305,19.898433830644482,True
126,They took to their mother to the hospital.,False,PRP VBD IN PRP$ NN IN DT NN . ,IN PRP$ NN,PRON VERB ADP DET NOUN ADP DET NOUN PUNCT ,ADP DET NOUN,21.231690394554576,22.45470941916066,True
127,For what have you come?,False,IN WP VBP PRP VB . ,IN WP VBP,ADP PRON VERB PRON VERB PUNCT ,ADP PRON VERB,20.132310298476263,20.669599549600736,True
128,I don't know who they're working for.,True,PRP VBP RB VB WP PRP VBP VBG IN . ,VBG IN .,PRON VERB ADV VERB PRON PRON VERB VERB ADP PUNCT ,VERB ADP PUNCT,21.76957594333814,21.451491926104428,True
129,Who does Fred sit next to?,True,WP VBZ NNP VB RB IN . ,RB IN .,PRON VERB PROPN VERB ADV ADP PUNCT ,ADV ADP PUNCT,22.801212845642294,23.86898767460023,False
130,"After to see the film, we went for a meal.",False,"IN TO VB DT NN , PRP VBD IN DT NN . ",TO VB DT,ADP PART VERB DET NOUN PUNCT PRON VERB ADP DET NOUN PUNCT ,PART VERB DET,20.81943689735088,21.931568853973843,True
131,They are into the room.,False,PRP VBP IN DT NN . ,IN DT NN,PRON VERB ADP DET NOUN PUNCT ,ADP DET NOUN,23.672319897474022,25.29212688993579,True
132,We stopped in the crossroads.,False,PRP VBD IN DT NNS . ,IN DT NNS,PRON VERB ADP DET NOUN PUNCT ,ADP DET NOUN,23.672319897474022,25.29212688993579,True
133,She works like a waitress.,False,PRP VBZ IN DT NN . ,IN DT NN,PRON VERB ADP DET NOUN PUNCT ,ADP DET NOUN,23.672319897474022,25.29212688993579,True
134,They seem as their mother.,False,PRP VBP IN PRP$ NN . ,IN PRP$ NN,PRON VERB ADP DET NOUN PUNCT ,ADP DET NOUN,21.231690394554576,22.45470941916066,True
135,This park was designed for the Catalan architect Gaudi.,False,DT NN VBD VBN IN DT JJ NN NNP . ,IN DT JJ,DET NOUN VERB VERB ADP DET ADJ NOUN PROPN PUNCT ,ADP DET ADJ,23.672319897474022,25.29212688993579,True
136,They stayed there during three months.,False,PRP VBD RB IN CD NNS . ,IN CD NNS,PRON VERB ADV ADP NUM NOUN PUNCT ,ADP NUM NOUN,21.25513530170901,22.246301012462183,True
137,I've got two news for you.,False,PRP VB VBN CD NN IN PRP . ,CD NN IN,PRON VERB VERB NUM NOUN ADP PRON PUNCT ,NUM NOUN ADP,21.197974214960638,21.802968837108292,True
