,sentence,correct,tags,trigram,en,es,model_result
36,Green no.,False,NNP NN . ,NNP NN .,23.05568198788986,24.069222679599658,True
37,Here no.,False,RB UH . ,RB UH .,17.167199491997632,15.637441332071695,False
38,I not saw nobody.,False,PRP RB VBD NN . ,RB VBD NN,42.634710335231226,43.32408932989081,True
39,I didn't see nobody.,False,PRP VBD RB VB NN . ,VBD RB VB,53.42208508331139,54.408563293523294,True
40,Tom not helps her never.,False,NNP RB VBZ PRP RB . ,RB VBZ PRP,53.916742200849704,55.574896798238115,True
41,Tom doesn't help her never.,False,NNP VBZ RB VB PRP RB . ,VBZ RB VB,64.70411694892988,66.65937076187059,True
42,I waited but anybody came.,False,PRP VBD CC NN VBD . ,NN VBD .,51.47809447571454,52.50906084839853,True
43,Maria cans cook.,False,NNP NNS VBP . ,NNS VBP .,32.423823818848646,34.19624317104575,True
44,Do you can swim?,False,VBP PRP MD VB . ,VBP PRP MD,41.62363354595726,41.878375210204624,True
45,May you come tomorrow?,False,MD PRP VB NN . ,MD PRP VB,43.26374791410528,43.27934458126402,True
46,She could find the key.,False,PRP MD VB DT NN . ,MD VB DT,54.996996456590345,55.8470841276571,True
47,She had to win the match.,False,PRP VBD TO VB DT NN . ,VBD TO VB,64.32525428441383,66.67879739920022,True
48,They will can do it next week.,False,PRP MD MD VB PRP JJ NN . ,MD MD VB,75.13911541775579,74.94574859479647,False
49,She went up the stairs.,True,PRP VBD RP DT NNS . ,VBD RP DT,50.75780047009535,48.48700424055722,True
50,She went up the book.,False,PRP VBD RP DT NN . ,VBD RP DT,51.6314545392291,49.24006954624055,False
51,They were waiting.,True,PRP VBD VBG . ,PRP VBD VBG,29.72116316468652,28.625538413206204,True
52,They were waiting the bus.,False,PRP VBD VBG DT NN . ,VBG DT NN,53.33632197541216,53.47433312778811,True
53,Mary laughed. What did she laugh?,False,NNP VBD . WP VBD PRP VB . ,VB . _,69.90309899921904,71.26182469616016,True
54,Football likes me.,False,NN VBZ PRP . ,NN VBZ PRP,32.90059776813422,33.77858379290103,True
55,"Do they want some money? Yes, they want.",False,"VBP PRP VB DT NN . UH , PRP VBP . ",VBP . _,104.09110080721963,105.50868676280676,True
56,"Do you want to go? No, I don't want.",False,"VBP PRP VB TO VB . UH , PRP VBP RB VB . ",VB . _,122.94489513257841,124.8205351968887,True
57,I like to get up early; I'm used.,False,PRP VBP TO VB RP RB : PRP VBP VBN . ,VBN . _,100.39192718571907,98.62549173815573,False
58,"Are they coming? No, I don't think.",False,"VBP PRP VBG . UH , PRP VBP RB VB . ",VB . _,101.16858807549656,100.53159696184409,False
59,Look! It rains!,False,VB . PRP VBZ . ,PRP VBZ .,42.44724203639029,43.65393890343664,True
60,Do I come tomorrow?,False,VBP PRP VB NN . ,VBP PRP VB,43.58486426950208,44.670447890272825,True
61,I wait for you at home.,False,PRP VBP IN PRP IN NN . ,VBP IN PRP,67.34941558448858,69.45958157504785,True
62,I see her this evening.,False,PRP VBP PRP DT NN . ,VBP PRP DT,55.204521416995796,56.57854643435554,True
63,How long are you working in your present job?,False,WRB RB VBP PRP VBG IN PRP$ JJ NN . ,VBP PRP VBG,94.20202875920856,92.15781782452412,False
64,It's a long time that I live here.,False,PRP VBZ DT JJ NN WDT PRP VBP RB . ,VBP RB .,96.90046135495113,97.73234912716484,True
65,When has she received the letter?,False,WRB VBZ PRP VBD DT NN . ,VBZ PRP VBD,62.05001969223135,60.31276520963066,False
66,Today I've finished work early because I've started at seven o'clock this morning.,False,NN PRP VB VBN NN RB IN PRP VB VBN IN CD NN DT NN . ,VB VBN NN,166.73411771607715,170.9572775057315,True
67,"When we were young, we were playing a lot of tennis.",False,"WRB PRP VBD JJ , PRP VBD VBG DT NN IN NN . ",VBD VBG DT,127.43933589149886,126.0244422868512,False
68,"When I was a teenager, I was having a motorbike.",False,"WRB PRP VBD DT NN , PRP VBD VBG DT NN . ",VBD VBG DT,115.95260847312905,114.11520592561186,False
69,She wasn't knowing that he had died.,False,PRP VBD RB VBG IN PRP VBD VBN . ,VBD RB VBG,82.66031646213644,82.4586672932567,False
70,Come you tomorrow!,False,VB PRP NN . ,PRP NN .,33.34306836940953,33.79036209314341,True
71,"When Mary will get here, tell her to come in.",False,"WRB NNP MD VB RB , VB PRP TO VB RP . ",MD VB RB,112.26066876441851,107.3335853267615,False
72,I use to do a lot of exercise.,False,PRP VBP TO VB DT NN IN NN . ,VBP TO VB,89.17115658448736,93.09072483873878,True
73,The house built itself before the war.,False,DT NN VBD PRP IN DT NN . ,VBD PRP IN,79.06004755277752,82.32041060335095,True
74,They were given bikes for Christmas.,True,PRP VBD VBN NNS IN NNP . ,PRP VBD VBN,64.25903972555264,66.00468592290932,False
75,Polly was owed a lot of money.,True,NNP VBD VBN DT NN IN NN . ,VBD VBN DT,78.07406925232324,81.18171298185241,False
76,The lecture was very bored.,False,DT NN VBD RB JJ . ,JJ . _,54.97508013049348,57.21958447905149,True
77,I'm very interesting in Polish films.,False,PRP VBP RB JJ IN JJ NNS . ,JJ IN JJ,77.28685750966237,80.20707342373669,True
78,To smoke is bad for you.,False,TO VB VBZ JJ IN PRP . ,TO VB VBZ,65.05810035809945,67.90607338631847,True
79,It's difficult learn English.,False,PRP VBZ JJ VBP NNP . ,VBP NNP .,53.715159725501486,55.9183704973422,True
80,Let us to see.,False,VB PRP TO VB . ,TO VB .,42.28059499851985,43.44087577892845,True
81,The food is more important than the art.,False,DT NN VBZ RBR JJ IN DT NN . ,DT NN .,88.33229473209141,89.74010200120048,True
82,Do you like the big dogs?,False,VBP PRP VB DT JJ NNS . ,DT JJ NNS,65.72536334871938,68.23771069507232,True
83,"That is the yours, and this is the mine.",False,"DT VBZ DT NNS , CC DT VBZ DT NN . ",DT NN .,111.91279029107599,118.48216877487292,True
84,We used to live in one flat; now we live in one house.,False,PRP VBD TO VB IN CD JJ : RB PRP VBP IN CD NN . ,CD NN .,146.66717295876313,151.1867041917316,True
85,Do you have car?,False,VBP PRP VB NN . ,NN . _,43.58486426950208,44.670447890272825,True
86,Her sister is dentist.,False,PRP$ NN VBZ NN . ,NN . _,43.40134372285162,45.36512807538568,True
87,I have ones nice American friends.,False,PRP VBP NNS JJ JJ NNS .,NNS JJ JJ,65.4939008631269,67.86607561164195,True
88,The table is dirty.,True, DT NN VBZ JJ . ,NN VBZ JJ,45.240967563396474,47.67407894206171,False
89,"Clean her, please.",False,"VB PRP , UH . ","VB PRP ,",38.67738705480363,37.40295117755198,False
90,"They showed me two models, and I bought the small.",False,"PRP VBD PRP CD NNS , CC PRP VBD DT JJ . ",JJ . _,115.19339516011992,117.84870649634493,True
91,I am more old than my sister.,False,PRP VBP RBR JJ IN PRP$ NN . ,RBR JJ IN,72.8471815248228,72.28611291090489,False
92,Barcelona is the more large city of Catalonia.,False,NNP VBZ DT RBR JJ NN IN NNP . ,RBR JJ NN,87.06467936066434,88.4676423094403,True
93,Rosa isn't French. Is Spanish.,False,NNP VBZ RB NNP . VBZ JJ . ,VBZ JJ .,75.8215776178441,79.69085155984108,True
94,Have gone home because wanted to go to bed.,False,VBP VBN RB IN VBD TO VB IN NN . ,VBP VBN RB,97.147584365034,101.22539308156315,True
95,Was raining.,False,VBD VBG . ,VBD VBG .,19.047379811597708,18.20070545188409,False
96,That's the man who he lives next door to us.,False,DT VBZ DT NN WP PRP VBZ JJ NN IN PRP . ,IN PRP .,120.68090752558086,125.11483479227869,True
97,I saw she.,False,PRP VBD PRP . ,PRP . _,30.564441929426106,30.3232667919666,False
98,They know we.,False,PRP VBP PRP . ,PRP . _,31.58936260627016,31.729751719773645,True
99,How many cakes is it in the cupboard?,False,WRB JJ NNS VBZ PRP IN DT NN . ,PRP IN DT,87.06137662894454,86.8441301104462,False
100,Who is it? Am I.,False,WP VBZ PRP . VBP NN .,VBP NN .,61.976812400130555,63.67581811118042,True
101,They enjoyed very much.,False,PRP VBD RB RB . ,RB RB .,41.61494155764404,42.187634492759535,True
102,She complained herself.,False,PRP VBD PRP . ,PRP . _,30.564441929426106,30.3232667919666,False
103,I showered me and went out.,False,PRP VBD PRP CC VBD RP . ,PRP CC VBD,58.39560471272894,55.14567964254602,False
104,Mary washed the hair.,False,NNP VBD DT NN . ,DT NN .,44.005805753623456,46.1105630953151,True
105,Bill cut himself the finger.,False,NNP VBD PRP DT NN . ,PRP DT NN,54.67958910671226,56.53539605663722,True
106,Sara and Joe had both got his shoes wet.,False,NNP CC NNP VBD DT VBN PRP$ NNS JJ . ,PRP$ NNS JJ,95.6153793329291,99.55025429579901,True
107,The my cousin is in Portugal.,False,DT PRP$ NN VBZ IN NNP . ,DT PRP$ NN,66.3655250717344,70.1643673085435,True
108,The girls we saw looked quite happy.,True,DT NNS PRP VBD VBD RB JJ . ,NNS PRP VBD,73.99208463769703,76.36495300401266,False
109,Did you like the woman we spoke to?,True,VBD PRP VB DT NN PRP VBD IN . ,VBD IN .,86.12292206646936,88.45452368304603,False
110,They have gone for buy a film.,False,PRP VBP VBN IN VB DT NN . ,IN VB DT,77.50446604244641,80.02828215501441,True
111,We are going to have the house painted.,True,PRP VBP VBG TO VB DT NN VBN . ,TO VB DT,85.42796142507741,86.8780942843748,False
112,We are going to make paint the house.,False,PRP VBP VBG TO VB NN DT NN . ,TO VB NN,87.06258981784764,89.09344207775781,True
113,They refused helping their neighbours.,False,PRP VBD VBG PRP$ NNS . ,VBG PRP$ NNS,50.02203840335896,49.88385035132966,False
114,I'll never forget to see that accident.,False,PRP MD RB VB TO VB DT NN . ,TO VB DT NN,86.67857484459459,88.92325331268844,True
115,She explained me the problem.,False,PRP VBD PRP DT NN . ,PRP DT NN,54.179600740151756,55.17206150654849,True
116,They suggested Jim to take the job.,False,PRP VBD NNP TO VB DT NN . ,NNP TO VB,75.49902600406314,78.46696491061107,True
117,I am asking that they go.,False,PRP VBP VBG IN PRP VBP . ,IN PRP VBP,63.60073444970085,64.0613294430075,True
118,They ordered her that she should go.,False,PRP VBD PRP IN PRP MD VB . ,PRP IN PRP,73.88535093027973,74.04594354858452,True
119,They ordered her that she went.,False,PRP VBD PRP IN PRP VBD . ,PRP IN PRP,62.394171860752344,62.94608796615378,True
120,I want that you don't go.,False,PRP VBP IN PRP VBP RB VB . ,IN PRP VBP,75.41974610008519,77.56329915513575,True
121,I want that you not go.,False,PRP VBP IN PRP RB VBP . ,IN PRP RB,64.63237135200501,66.47882519150329,True
122,The captain ordered the soldiers that they didn't retreat.,False,DT NN VBD DT NNS IN PRP VBD RB VB . ,IN PRP VBD,109.05278494562582,113.27002046168,True
123,I don't know where does Mary live.,False,PRP VBP RB VB WRB VBZ NNP VB . ,VBZ NNP VB,83.07044426481275,81.97217119258914,False
124,They asked me how much did I earn.,False,PRP VBD PRP WRB JJ VBD PRP VB . ,VBD PRP VB,80.72267801807308,77.55160415134746,False
125,They took to their mother to the hospital.,False,PRP VBD IN PRP$ NN IN DT NN . ,IN PRP$ NN,88.55848940484701,92.20738047611856,True
126,For what have you come?,False,IN WP VBP PRP VB . ,IN WP VBP,51.83526429973779,53.05899227168475,True
127,I don't know who they're working for.,True,PRP VBP RB VB WP PRP VBP VBG IN . ,VBG IN .,93.44348963192171,94.23561594375552,False
128,Who does Fred sit next to?,True,WP VBZ NNP VB RB IN . ,RB IN .,63.30050240366396,65.75953701909171,False
129,"After to see the film, we went for a meal.",False,"IN TO VB DT NN , PRP VBD IN DT NN . ",TO VB DT,122.72972675740772,128.3771700524507,True
130,They are into the room.,False,PRP VBP IN DT NN . ,IN DT NN,56.46980941889594,58.878100816576115,True
131,We stopped in the crossroads.,False,PRP VBD IN DT NNS . ,IN DT NNS,54.571234672918116,56.71855058308576,True
132,She works like a waitress.,False,PRP VBZ IN DT NN . ,IN DT NN,56.572917665608244,59.07071068283682,True
133,They seem as their mother.,False,PRP VBP IN PRP$ NN . ,IN PRP$ NN,54.0291799159765,56.040683345801,True
134,This park was designed for the Catalan architect Gaudi.,False,DT NN VBD VBN IN DT JJ NN NNP . ,IN DT JJ,101.08822240067431,105.50204109233522,True
135,They stayed there during three months.,False,PRP VBD RB IN CD NNS . ,IN CD NNS,63.01619156780647,64.81732503666969,True
