,sentence,correct,tags,tags_trigram,poss,poss_trigram,en,es,model_result
46,She could find the key.,False,PRP MD VB DT NN . ,MD VB DT,PRON VERB VERB DET NOUN PUNCT ,VERB VERB DET,-1.8899138390318648,-0.9481113984698174,True
47,She had to win the match.,False,PRP VBD TO VB DT NN . ,VBD TO VB,PRON VERB PART VERB DET NOUN PUNCT ,VERB PART VERB,-0.3448033750053023,-8.122961363660268,False
48,They will can do it next week.,False,PRP MD MD VB PRP JJ NN . ,MD MD VB,PRON VERB VERB VERB PRON ADJ NOUN PUNCT ,VERB VERB VERB,-1.9369090956071608,-4.934864071458165,False
49,She went up the stairs.,True,PRP VBD RP DT NNS . ,VBD RP DT,PRON VERB PART DET NOUN PUNCT ,VERB PART DET,-2.705333410888279,-5.541543380524911,True
50,She went up the book.,False,PRP VBD RP DT NN . ,VBD RP DT,PRON VERB PART DET NOUN PUNCT ,VERB PART DET,-2.705333410888279,-5.541543380524911,False
51,They were waiting.,True,PRP VBD VBG . ,PRP VBD VBG,PRON VERB VERB PUNCT ,PRON VERB VERB,-1.0831902685458228,-2.4475358153288065,True
52,They were waiting the bus.,False,PRP VBD VBG DT NN . ,VBG DT NN,PRON VERB VERB DET NOUN PUNCT ,VERB DET NOUN,-0.6462311721530399,-0.24925565583824386,True
53,Mary laughed.,True,NNP VBD . ,NNP VBD .,PROPN VERB PUNCT ,PROPN VERB PUNCT,-3.1724695612108085,-3.331472257049941,True
54,What did she laugh?,False,WP VBD PRP VB . ,VB . _,PRON VERB PRON VERB PUNCT ,VERB PUNCT _,-0.9887522832906496,-1.0612315097182343,False
55,Football likes me.,False,NN VBZ PRP . ,NN VBZ PRP,NOUN VERB PRON PUNCT ,NOUN VERB PRON,-3.9154980686424885,-4.378659246849329,False
56,"Do they want some money? Yes, they want.",False,"VBP PRP VB DT NN . UH , PRP VBP . ",VBP . _,VERB PRON VERB DET NOUN PUNCT INTJ PUNCT PRON VERB PUNCT ,VERB PUNCT _,-0.9887522832906496,-1.0612315097182343,False
57,"Do you want to go? No, I don't want.",False,"VBP PRP VB TO VB . UH , PRP VBP RB VB . ",VB . _,VERB PRON VERB PART VERB PUNCT INTJ PUNCT PRON VERB ADV VERB PUNCT ,VERB PUNCT _,-0.9887522832906496,-1.0612315097182343,False
58,I like to get up early; I'm used.,False,PRP VBP TO VB RP RB : PRP VBP VBN . ,VBN . _,PRON VERB PART VERB PART ADV PUNCT PRON VERB VERB PUNCT ,VERB PUNCT _,-0.9887522832906496,-1.0612315097182343,False
59,"Are they coming? No, I don't think.",False,"VBP PRP VBG . UH , PRP VBP RB VB . ",VB . _,VERB PRON VERB PUNCT INTJ PUNCT PRON VERB ADV VERB PUNCT ,VERB PUNCT _,-0.9887522832906496,-1.0612315097182343,False
60,Look! It rains!,False,VB . PRP VBZ . ,PRP VBZ .,VERB PUNCT PRON VERB PUNCT ,PRON VERB PUNCT,-2.4841365148308343,-2.2486199253306247,True
61,Do I come tomorrow?,False,VBP PRP VB NN . ,VBP PRP VB,VERB PRON VERB NOUN PUNCT ,VERB PRON VERB,-1.3814941613465863,-2.4705243899575566,False
62,I wait for you at home.,False,PRP VBP IN PRP IN NN . ,VBP IN PRP,PRON VERB ADP PRON ADP NOUN PUNCT ,VERB ADP PRON,-2.42438962419138,-2.9032648851741616,False
63,I see her this evening.,False,PRP VBP PRP DT NN . ,VBP PRP DT,PRON VERB PRON DET NOUN PUNCT ,VERB PRON DET,-2.6806328107749517,-2.9009218181287477,False
64,How long are you working in your present job?,False,WRB RB VBP PRP VBG IN PRP$ JJ NN . ,VBP PRP VBG,ADV ADV VERB PRON VERB ADP DET ADJ NOUN PUNCT ,VERB PRON VERB,-1.3814941613465863,-2.4705243899575566,False
65,It's a long time that I live here.,False,PRP VBZ DT JJ NN WDT PRP VBP RB . ,VBP RB .,PRON VERB DET ADJ NOUN DET PRON VERB ADV PUNCT ,VERB ADV PUNCT,-2.768089779434056,-2.20703937191428,True
66,When has she received the letter?,False,WRB VBZ PRP VBD DT NN . ,VBZ PRP VBD,ADV VERB PRON VERB DET NOUN PUNCT ,VERB PRON VERB,-1.3814941613465863,-2.4705243899575566,False
67,Today I've finished work early because I've started at seven o'clock this morning.,False,NN PRP VB VBN NN RB IN PRP VB VBN IN CD NN DT NN . ,VB VBN NN,NOUN PRON VERB VERB NOUN ADV ADP PRON VERB VERB ADP NUM NOUN DET NOUN PUNCT ,VERB VERB NOUN,-2.843060182555995,-2.836787870755668,True
68,"When we were young, we were playing a lot of tennis.",False,"WRB PRP VBD JJ , PRP VBD VBG DT NN IN NN . ",VBD VBG DT,ADV PRON VERB ADJ PUNCT PRON VERB VERB DET NOUN ADP NOUN PUNCT ,VERB VERB DET,-1.8899138390318648,-0.9481113984698174,True
69,"When I was a teenager, I was having a motorbike.",False,"WRB PRP VBD DT NN , PRP VBD VBG DT NN . ",VBD VBG DT,ADV PRON VERB DET NOUN PUNCT PRON VERB VERB DET NOUN PUNCT ,VERB VERB DET,-1.8899138390318648,-0.9481113984698174,True
70,She wasn't knowing that he had died.,False,PRP VBD RB VBG IN PRP VBD VBN . ,VBD RB VBG,PRON VERB ADV VERB ADP PRON VERB VERB PUNCT ,VERB ADV VERB,-0.94550727374058,-3.5796767898236204,False
71,Come you tomorrow!,False,VB PRP NN . ,PRP NN .,VERB PRON NOUN PUNCT ,PRON NOUN PUNCT,-1.494219964103854,-1.7097755575527398,False
72,"When Mary will get here, tell her to come in.",False,"WRB NNP MD VB RB , VB PRP TO VB RP . ",MD VB RB,ADV PROPN VERB VERB ADV PUNCT VERB PRON PART VERB PART PUNCT ,VERB VERB ADV,-2.517312158933392,-2.624103265068773,False
73,I use to do a lot of exercise.,False,PRP VBP TO VB DT NN IN NN . ,VBP TO VB,PRON VERB PART VERB DET NOUN ADP NOUN PUNCT ,VERB PART VERB,-0.3448033750053023,-8.122961363660268,False
74,The house built itself before the war.,False,DT NN VBD PRP IN DT NN . ,VBD PRP IN,DET NOUN VERB PRON ADP DET NOUN PUNCT ,VERB PRON ADP,-1.7028079239317562,-1.320015796240858,True
75,They were given bikes for Christmas.,True,PRP VBD VBN NNS IN NNP . ,PRP VBD VBN,PRON VERB VERB NOUN ADP PROPN PUNCT ,PRON VERB VERB,-1.0831902685458228,-2.4475358153288065,True
76,Polly was owed a lot of money.,True,NNP VBD VBN DT NN IN NN . ,VBD VBN DT,PROPN VERB VERB DET NOUN ADP NOUN PUNCT ,VERB VERB DET,-1.8899138390318648,-0.9481113984698174,False
77,The lecture was very bored.,False,DT NN VBD RB JJ . ,JJ . _,DET NOUN VERB ADV ADJ PUNCT ,ADJ PUNCT _,-1.1043413593323734,-0.7610022767099681,True
78,I'm very interesting in Polish films.,False,PRP VBP RB JJ IN JJ NNS . ,JJ IN JJ,PRON VERB ADV ADJ ADP ADJ NOUN PUNCT ,ADJ ADP ADJ,-2.6485232523265405,-3.3211935768275174,False
79,To smoke is bad for you.,False,TO VB VBZ JJ IN PRP . ,TO VB VBZ,PART VERB VERB ADJ ADP PRON PUNCT ,PART VERB VERB,-2.07307958944352,-10.513033074781648,False
80,It's difficult learn English.,False,PRP VBZ JJ VBP NNP . ,VBP NNP .,PRON VERB ADJ VERB PROPN PUNCT ,VERB PROPN PUNCT,-2.116314536919337,-1.0272743080247009,True
81,Let us to see.,False,VB PRP TO VB . ,TO VB .,VERB PRON PART VERB PUNCT ,PART VERB PUNCT,-2.4009238167795908,-10.513033074781648,False
82,The food is more important than the art.,False,DT NN VBZ RBR JJ IN DT NN . ,DT NN .,DET NOUN VERB ADV ADJ ADP DET NOUN PUNCT ,DET NOUN PUNCT,-1.5713045108735524,-1.6159133858705308,False
83,Do you like the big dogs?,False,VBP PRP VB DT JJ NNS . ,DT JJ NNS,VERB PRON VERB DET ADJ NOUN PUNCT ,DET ADJ NOUN,-0.29338506491932875,-0.3081398636068358,False
84,"That is the yours, and this is the mine.",False,"DT VBZ DT NNS , CC DT VBZ DT NN . ",DT NN .,DET VERB DET NOUN PUNCT CCONJ DET VERB DET NOUN PUNCT ,DET NOUN PUNCT,-1.5713045108735524,-1.6159133858705308,False
85,We used to live in one flat; now we live in one house.,False,PRP VBD TO VB IN CD JJ : RB PRP VBP IN CD NN . ,CD NN .,PRON VERB PART VERB ADP NUM ADJ PUNCT ADV PRON VERB ADP NUM NOUN PUNCT ,NUM NOUN PUNCT,-1.1845121855024832,-1.2459729575036933,False
86,Do you have car?,False,VBP PRP VB NN . ,VB NN .,VERB PRON VERB NOUN PUNCT ,VERB NOUN PUNCT,-1.5931750150548143,-2.212445598972449,False
87,Her sister is dentist.,False,PRP$ NN VBZ NN . ,NN . _,DET NOUN VERB NOUN PUNCT ,NOUN PUNCT _,-0.8513191647029508,-0.981637352530198,False
88,I have ones nice American friends.,False,PRP VBP NNS JJ JJ NNS . ,NNS JJ JJ,PRON VERB NOUN ADJ ADJ NOUN PUNCT ,NOUN ADJ ADJ,-4.0036417388613765,-2.619543047939876,True
89,The table is dirty.,True,DT NN VBZ JJ . ,NN VBZ JJ,DET NOUN VERB ADJ PUNCT ,NOUN VERB ADJ,-2.7410161028841418,-3.020081050008765,True
90,"Clean her, please.",False,"VB PRP , UH . ","VB PRP ,",VERB PRON PUNCT INTJ PUNCT ,VERB PRON PUNCT,-2.099179287663389,-1.8762015671565333,True
91,"They showed me two models, and I bought the small.",False,"PRP VBD PRP CD NNS , CC PRP VBD DT JJ . ",JJ . _,PRON VERB PRON NUM NOUN PUNCT CCONJ PRON VERB DET ADJ PUNCT ,ADJ PUNCT _,-1.1043413593323734,-0.7610022767099681,True
92,I am more old than my sister.,False,PRP VBP RBR JJ IN PRP$ NN . ,RBR JJ IN,PRON VERB ADV ADJ ADP DET NOUN PUNCT ,ADV ADJ ADP,-1.3803228472046811,-1.2321406168173374,True
93,Barcelona is the more large city of Catalonia.,False,NNP VBZ DT RBR JJ NN IN NNP . ,RBR JJ NN,PROPN VERB DET ADV ADJ NOUN ADP PROPN PUNCT ,ADV ADJ NOUN,-1.166522259441765,-3.1335682718892275,False
94,Rosa isn't French. Is Spanish.,False,NNP VBZ RB NNP . VBZ JJ . ,VBZ JJ .,PROPN VERB ADV PROPN PUNCT VERB ADJ PUNCT ,VERB ADJ PUNCT,-2.090825414842433,-1.935140745301723,True
95,Have gone home because wanted to go to bed.,False,VBP VBN RB IN VBD TO VB IN NN . ,VBP VBN RB,VERB VERB ADV ADP VERB PART VERB ADP NOUN PUNCT ,VERB VERB ADV,-2.517312158933392,-2.624103265068773,False
96,Was raining.,False,VBD VBG . ,VBD VBG .,VERB VERB PUNCT ,VERB VERB PUNCT,-2.245966599352313,-2.800723059735944,False
97,That's the man who he lives next door to us.,False,DT VBZ DT NN WP PRP VBZ JJ NN IN PRP . ,IN PRP .,DET VERB DET NOUN PRON PRON VERB ADJ NOUN ADP PRON PUNCT ,ADP PRON PUNCT,-2.205760233843661,-1.2330349903474205,True
98,I saw she.,False,PRP VBD PRP . ,VBD PRP .,PRON VERB PRON PUNCT ,VERB PRON PUNCT,-2.099179287663389,-1.8762015671565333,True
99,They know we.,False,PRP VBP PRP . ,PRP . _,PRON VERB PRON PUNCT ,PRON PUNCT _,-0.8639381090713039,-1.3241950705011625,False
100,How many cakes is it in the cupboard?,False,WRB JJ NNS VBZ PRP IN DT NN . ,PRP IN DT,ADV ADJ NOUN VERB PRON ADP DET NOUN PUNCT ,PRON ADP DET,-0.6933757264560211,-0.5137307570110079,True
101,Who is it? Am I.,False,WP VBZ PRP . VBP NN . ,VBP NN .,PRON VERB PRON PUNCT VERB NOUN PUNCT,VERB NOUN PUNCT,-1.5931750150548143,-2.212445598972449,False
102,They enjoyed very much.,False,PRP VBD RB RB . ,RB RB .,PRON VERB ADV ADV PUNCT ,ADV ADV PUNCT,-1.6745082193052971,-1.8734891888030123,False
103,She complained herself.,False,PRP VBD PRP . ,PRP . _,PRON VERB PRON PUNCT ,PRON PUNCT _,-0.8639381090713039,-1.3241950705011625,False
104,I showered me and went out.,False,PRP VBD PRP CC VBD RP . ,PRP CC VBD,PRON VERB PRON CCONJ VERB PART PUNCT ,PRON CCONJ VERB,-1.5708527921480897,-2.28298649059005,False
105,Mary washed the hair.,False,NNP VBD DT NN . ,DT NN .,PROPN VERB DET NOUN PUNCT ,DET NOUN PUNCT,-1.5713045108735524,-1.6159133858705308,False
106,Bill cut himself the finger.,False,NNP VBD PRP DT NN . ,PRP DT NN,PROPN VERB PRON DET NOUN PUNCT ,PRON DET NOUN,-1.0332885580882634,-0.6431686928670399,True
107,Sara and Joe had both got his shoes wet.,False,NNP CC NNP VBD DT VBN PRP$ NNS JJ . ,PRP$ NNS JJ,PROPN CCONJ PROPN VERB DET VERB DET NOUN ADJ PUNCT ,DET NOUN ADJ,-3.3511541222613914,-1.3537475180708167,True
108,The my cousin is in Portugal.,False,DT PRP$ NN VBZ IN NNP . ,DT PRP$ NN,DET DET NOUN VERB ADP PROPN PUNCT ,DET DET NOUN,-0.7861328533719928,-0.23165760119719594,True
109,The girls we saw looked quite happy.,True,DT NNS PRP VBD VBD RB JJ . ,NNS PRP VBD,DET NOUN PRON VERB VERB ADV ADJ PUNCT ,NOUN PRON VERB,-0.17821672028987606,-0.8120715048171268,True
110,Did you like the woman we spoke to?,True,VBD PRP VB DT NN PRP VBD IN . ,VBD IN .,VERB PRON VERB DET NOUN PRON VERB ADP PUNCT ,VERB ADP PUNCT,-3.443689472197512,-3.895692863366407,True
111,They have gone for buy a film.,False,PRP VBP VBN IN VB DT NN . ,IN VB DT,PRON VERB VERB ADP VERB DET NOUN PUNCT ,ADP VERB DET,-1.1609152337619624,-0.786893815997196,True
112,We are going to have the house painted.,True,PRP VBP VBG TO VB DT NN VBN . ,TO VB DT,PRON VERB VERB PART VERB DET NOUN VERB PUNCT ,PART VERB DET,-1.0355951855575354,-10.513033074781648,True
113,We are going to make paint the house.,False,PRP VBP VBG TO VB NN DT NN . ,TO VB NN,PRON VERB VERB PART VERB NOUN DET NOUN PUNCT ,PART VERB NOUN,-1.929460070372192,-0.926191554157378,True
114,They refused helping their neighbours.,False,PRP VBD VBG PRP$ NNS . ,VBG PRP$ NNS,PRON VERB VERB DET NOUN PUNCT ,VERB DET NOUN,-0.6462311721530399,-0.24925565583824386,True
115,I'll never forget to see that accident.,False,PRP MD RB VB TO VB DT NN . ,TO VB DT,PRON AUX ADV VERB PART VERB DET NOUN PUNCT ,PART VERB DET,-1.0355951855575354,-10.513033074781648,False
116,She explained me the problem.,False,PRP VBD PRP DT NN . ,PRP DT NN,PRON VERB PRON DET NOUN PUNCT ,PRON DET NOUN,-1.0332885580882634,-0.6431686928670399,True
117,They suggested Jim to take the job.,False,PRP VBD NNP TO VB DT NN . ,NNP TO VB,PRON VERB PROPN PART VERB DET NOUN PUNCT ,PROPN PART VERB,-1.2164964576352264,-5.327513036312348,False
118,I am asking that they go.,False,PRP VBP VBG IN PRP VBP . ,IN PRP VBP,PRON VERB VERB ADP PRON VERB PUNCT ,ADP PRON VERB,-0.4453579716932252,-2.2483170997652184,False
119,They ordered her that she should go.,False,PRP VBD PRP IN PRP MD VB . ,PRP IN PRP,PRON VERB PRON ADP PRON VERB VERB PUNCT ,PRON ADP PRON,-2.45383938758274,-2.424871813292284,True
120,They ordered her that she went.,False,PRP VBD PRP IN PRP VBD . ,PRP IN PRP,PRON VERB PRON ADP PRON VERB PUNCT ,PRON ADP PRON,-2.45383938758274,-2.424871813292284,True
121,I want that you don't go.,False,PRP VBP IN PRP VBP RB VB . ,IN PRP VBP,PRON VERB ADP PRON VERB ADV VERB PUNCT ,ADP PRON VERB,-0.4453579716932252,-2.2483170997652184,False
122,I want that you not go.,False,PRP VBP IN PRP RB VBP . ,IN PRP RB,PRON VERB ADP PRON ADV VERB PUNCT ,ADP PRON ADV,-3.1319468775392583,-3.0770662247926333,True
123,The captain ordered the soldiers that they didn't retreat.,False,DT NN VBD DT NNS IN PRP VBD RB VB . ,IN PRP VBD,DET NOUN VERB DET NOUN ADP PRON VERB ADV VERB PUNCT ,ADP PRON VERB,-0.4453579716932252,-2.2483170997652184,False
124,I don't know where does Mary live.,False,PRP VBP RB VB WRB VBZ NNP VB . ,VBZ NNP VB,PRON VERB ADV VERB ADV VERB PROPN VERB PUNCT ,VERB PROPN VERB,-3.2137176693609826,-3.653739541593247,False
125,They asked me how much did I earn.,False,PRP VBD PRP WRB JJ VBD PRP VB . ,VBD PRP VB,PRON VERB PRON ADV ADJ VERB PRON VERB PUNCT ,VERB PRON VERB,-1.3814941613465863,-2.4705243899575566,False
126,They took to their mother to the hospital.,False,PRP VBD IN PRP$ NN IN DT NN . ,IN PRP$ NN,PRON VERB ADP DET NOUN ADP DET NOUN PUNCT ,ADP DET NOUN,-0.7168599778730812,-0.3678122897486696,True
127,For what have you come?,False,IN WP VBP PRP VB . ,IN WP VBP,ADP PRON VERB PRON VERB PUNCT ,ADP PRON VERB,-0.4453579716932252,-2.2483170997652184,False
128,I don't know who they're working for.,True,PRP VBP RB VB WP PRP VBP VBG IN . ,VBG IN .,PRON VERB ADV VERB PRON PRON VERB VERB ADP PUNCT ,VERB ADP PUNCT,-3.443689472197512,-3.895692863366407,True
129,Who does Fred sit next to?,True,WP VBZ NNP VB RB IN . ,RB IN .,PRON VERB PROPN VERB ADV ADP PUNCT ,ADV ADP PUNCT,-4.211199845385479,-4.328057535023377,True
130,"After to see the film, we went for a meal.",False,"IN TO VB DT NN , PRP VBD IN DT NN . ",TO VB DT,ADP PART VERB DET NOUN PUNCT PRON VERB ADP DET NOUN PUNCT ,PART VERB DET,-1.0355951855575354,-10.513033074781648,False
131,They are into the room.,False,PRP VBP IN DT NN . ,IN DT NN,PRON VERB ADP DET NOUN PUNCT ,ADP DET NOUN,-0.7168599778730812,-0.3678122897486696,True
132,We stopped in the crossroads.,False,PRP VBD IN DT NNS . ,IN DT NNS,PRON VERB ADP DET NOUN PUNCT ,ADP DET NOUN,-0.7168599778730812,-0.3678122897486696,True
133,She works like a waitress.,False,PRP VBZ IN DT NN . ,IN DT NN,PRON VERB ADP DET NOUN PUNCT ,ADP DET NOUN,-0.7168599778730812,-0.3678122897486696,True
134,They seem as their mother.,False,PRP VBP IN PRP$ NN . ,IN PRP$ NN,PRON VERB ADP DET NOUN PUNCT ,ADP DET NOUN,-0.7168599778730812,-0.3678122897486696,True
135,This park was designed for the Catalan architect Gaudi.,False,DT NN VBD VBN IN DT JJ NN NNP . ,IN DT JJ,DET NOUN VERB VERB ADP DET ADJ NOUN PROPN PUNCT ,ADP DET ADJ,-1.5036553838470057,-2.4680099973058622,False
136,They stayed there during three months.,False,PRP VBD RB IN CD NNS . ,IN CD NNS,PRON VERB ADV ADP NUM NOUN PUNCT ,ADP NUM NOUN,-1.1248009515411364,-0.9009432174884318,True
137,I've got two news for you.,False,PRP VB VBN CD NN IN PRP . ,CD NN IN,PRON VERB VERB NUM NOUN ADP PRON PUNCT ,NUM NOUN ADP,-1.1754583869048645,-1.045311014125268,True
