,english,spanish,en_poss,en_tags,es_poss,es_tags
170,valdivel jayalakshmi born  august  is an indian sprinter she competed in the womens  ×  metres relay at the  summer olympics,moyle p y j cech fishes an introduction to ichthyology a edición upper saddle river nueva jersey estados unidos prentice-hall año ,NOUN NOUN VERB SPACE ADJ SPACE VERB DET ADJ NOUN PRON VERB ADP DET ADJ SPACE NUM SPACE NOUN VERB ADP DET SPACE NOUN NOUN ,NN NN VBN _SP JJ _SP VBZ DT JJ NN PRP VBD IN DT JJ _SP CD _SP NNS VBP IN DT _SP NN NNS ,NOUN CCONJ CCONJ CCONJ NOUN NOUN NOUN NOUN NOUN NOUN ADP NOUN NOUN NOUN VERB ADJ NOUN ADJ ADJ NOUN PUNCT NOUN NOUN ,NNP CC CC CC NNP NNP NNP NNP NNP NNP IN NNP NNP NNP TO VB JJ NN VBN VBN NNP SYM NNP NN 
171,soggin was born on  march  he took his first degrees in law at the sapienza university of rome and in theology at the waldensian theological seminary in rome,su última incursión ante la pantalla por el momento fue ¡hagamos el humor  un programa emitido por canal sur que presentó con yvonne reyes,PROPN VERB VERB ADP SPACE NOUN SPACE PRON VERB DET ADJ NOUN ADP NOUN ADP DET NOUN NOUN ADP NOUN CCONJ ADP NOUN ADP DET ADJ ADJ NOUN ADP NOUN ,NNP VBD VBN IN _SP NN _SP PRP VBD PRP$ JJ NNS IN NN IN DT NN NN IN NN CC IN NN IN DT JJ JJ NN IN NN ,DET ADJ NOUN ADP DET NOUN ADP DET NOUN AUX PUNCT VERB DET NOUN SPACE DET NOUN ADJ ADP NOUN ADJ PRON VERB ADP NOUN NOUN ,PRP$ JJ NN IN DT NN IN DT NN VBD . VBP DT NN _SP DT NN JJ IN NN JJ DT VBD IN NNP NNS 
172,riscos ltd was formed to continue end-user-focused development of risc os after the de-listing of acorn computers following its purchase by morgan stanley dean witter in order to benefit from the shareholding that acorn held in arm ltd in march  riscos ltd obtained exclusive rights to develop and sell risc os  for the desktop market from element  a few weeks later pace purchased acorns cambridge headquarters and staff for £ and then continued to develop its own in-house version of risc os primarily for set-top boxes and other embedded devices,ese domingo los representantes del municipio encabezados por su alcalde se reúnen en la sede municipal sita en la plaza de san marcelo que en la segunda mitad del siglo xx se conocía popularmente como la plaza de las palomas y acompañados por la banda municipal de música que acompasa el cortejo con los sones del himno de león y escoltados por los maceros y la guardia municipal enarbolando el pendón real de león emblema de representación de la ciudad que se custodia en el ayuntamiento se dirigen hacia la real colegiata y basílica de san isidoro portando un cirio de una arroba y dos hachas de cera,X NOUN VERB VERB PART VERB NOUN PUNCT NOUN PUNCT VERB NOUN ADP NOUN NOUN ADP DET NOUN ADJ NOUN ADP NOUN NOUN VERB DET NOUN ADP NOUN NOUN NOUN NOUN ADP NOUN PART VERB ADP DET NOUN ADP NOUN VERB ADP NOUN NOUN ADP NOUN SPACE NOUN NOUN VERB ADJ NOUN PART VERB CCONJ VERB NOUN X SPACE ADP DET NOUN NOUN ADP NOUN SPACE DET ADJ NOUN ADV NOUN VERB NOUN NOUN NOUN CCONJ NOUN ADP NOUN CCONJ ADV VERB PART VERB DET ADJ ADP PUNCT NOUN NOUN ADP NOUN VERB ADV ADP VERB PUNCT NOUN NOUN CCONJ ADJ VERB NOUN ,FW NN VBD VBN TO VB NN HYPH NN HYPH VBN NN IN NN NN IN DT NN JJ NN IN NN NNS VBG PRP$ NN IN NN NN NN NN IN NN TO VB IN DT NN IN NN VBN IN NN NN IN NN _SP NN NN VBD JJ NNS TO VB CC VB NN FW _SP IN DT NN NN IN NN _SP DT JJ NNS RB NN VBD NNS NN NN CC NN IN NN CC RB VBD TO VB PRP$ JJ IN HYPH NN NN IN NN VBP RB IN VBN HYPH NN NNS CC JJ VBN NNS ,DET NOUN DET NOUN ADP NOUN ADJ ADP DET NOUN PRON VERB ADP DET NOUN ADJ NOUN ADP DET NOUN ADP NOUN NOUN PRON ADP DET ADJ NOUN ADP NOUN NOUN PRON VERB ADV SCONJ DET NOUN ADP DET NOUN CCONJ ADJ ADP DET NOUN ADJ ADP NOUN PRON VERB DET NOUN ADP DET NOUN ADP NOUN ADP NOUN CCONJ ADJ ADP DET NOUN CCONJ DET NOUN ADJ VERB DET NOUN ADJ ADP NOUN ADJ ADP NOUN ADP DET NOUN PRON PRON VERB ADP DET NOUN PRON VERB ADP DET ADJ NOUN CCONJ NOUN ADP NOUN ADJ VERB DET NOUN ADP DET NOUN CCONJ NUM NOUN ADP NOUN ,DT NNP DT NNS IN NN VBN IN PRP$ NN PRP VBP IN DT NN JJ NN IN DT NN IN NN NN DT IN DT JJ NN IN NN NNP PRP VBD RB IN DT NN IN DT NNS CC VBN IN DT NN JJ IN NN DT VBZ DT NN IN DT NNS IN NN IN NN CC VBN IN DT NNS CC DT NN JJ VBG DT NN JJ IN NN JJ IN NN IN DT NN DT PRP VBZ IN DT NN PRP VBP IN DT JJ NN CC NN IN NN JJ VBG DT NN IN DT NN CC CD NNS IN NN 
173,reproduction lightning rifles are still manufactured today by companies such as uberti taurus and pedersoli for hunting historical reenactment and competition purposes such as cowboy action shooting in calibers such as  special magnum - and  colt of these calibers only the - was offered in the lightning when it was originally produced by colt,"el pronombre ""lo"" sólo en su forma masculina y singular puede también sustituir a un atributo y no sólo a un complemento directo por lo tanto antes de la sustitución se debe reparar en si la oración es predicativa o atributiva",NOUN NOUN NOUN VERB ADV VERB NOUN ADP NOUN ADJ ADP NOUN NOUN CCONJ NOUN ADP VERB ADJ NOUN CCONJ NOUN NOUN ADJ ADP NOUN NOUN VERB ADP NOUN ADJ ADP SPACE ADJ NOUN PUNCT CCONJ SPACE NOUN ADP DET NOUN ADV DET PUNCT VERB VERB ADP DET NOUN ADV PRON VERB ADV VERB ADP NOUN ,NN NN NNS VBP RB VBN NN IN NNS JJ IN NNS NN CC NN IN VBG JJ NN CC NN NNS JJ IN NN NN VBG IN NNS JJ IN _SP JJ NN HYPH CC _SP NN IN DT NNS RB DT HYPH VBD VBN IN DT NN WRB PRP VBD RB VBN IN NN ,DET NOUN PUNCT PRON PUNCT ADV ADP DET NOUN ADJ CCONJ ADJ AUX ADV VERB ADP DET NOUN CCONJ PART ADV ADP DET NOUN ADJ ADP DET NOUN ADV ADP DET NOUN PRON AUX VERB ADP SCONJ DET NOUN AUX ADJ CCONJ ADJ ,DT NN '' PRP '' RB IN PRP$ NN JJ CC JJ VBZ RB TO VB IN DT NN CC RB RB IN DT NN JJ IN DT NNP RB IN DT NN PRP VBZ TO VB IN IN DT NN VBZ JJ CC JJ 
174,in  the news  review led a nationwide project letters to the future asking authors artists scientists and other to write to future generations predicting the success or failure of the  un climate talks in paris hundreds of letters were collected and presented to diplomats present in paris including letters penned by michael pollan jane smiley stephen robinson aisha kahlil t c boyle kim stanley robinson annie leonard roxana barry robinson jack miles pam houston geraldine brooks writer rebecca goldstein lois wolk harry reid brent bourgeois and others,se ha enfrentado a los cuatro barones invencibles primero contra todos ellos y después únicamente contra lluvia también ha luchado contra los centauros acorazados y contra el general,ADP SPACE DET NOUN SPACE NOUN VERB DET ADJ NOUN NOUN ADP DET NOUN VERB NOUN NOUN NOUN CCONJ ADJ PART VERB ADP ADJ NOUN VERB DET NOUN CCONJ NOUN ADP DET SPACE INTJ NOUN NOUN ADP PROPN NOUN ADP NOUN VERB VERB CCONJ VERB ADP NOUN ADJ ADP PROPN VERB NOUN VERB ADP PROPN NOUN NOUN NOUN X X X X NOUN NOUN X X X NOUN NOUN NOUN NOUN NOUN PROPN NOUN NOUN NOUN NOUN X NOUN NOUN NOUN X X NOUN NOUN NOUN NOUN NOUN CCONJ NOUN ,IN _SP DT NN _SP NN VBD DT JJ NN NNS IN DT NN VBG NNS NNS NNS CC JJ TO VB IN JJ NNS VBG DT NN CC NN IN DT _SP UH NN NNS IN NNP NNS IN NNS VBD VBN CC VBN IN NNS JJ IN NNP VBG NNS VBN IN NNP NN NN NN FW FW FW FW NN NN FW FW FW NN NN NN NN NN NNP NN NNS NN NN FW NN NN NN FW FW NN NN NN NN NN CC NNS ,PRON AUX VERB ADP DET NUM NOUN ADJ ADV ADP DET PRON CCONJ ADV ADV ADP NOUN ADV AUX VERB ADP DET NOUN ADJ CCONJ ADP DET NOUN ,PRP VBZ VBN IN DT CD NNS JJ RB IN DT PRP CC RB RB IN NN RB VBZ VBN IN DT NNS VBN CC IN DT NN 
175,on october   it was announced that kennedy had been diagnosed with early-stage parkinsons disease and would be leaving the team to undergo treatment kennedy said he planned to return following treatment and temporarily put associate coach glynn cyprien in charge of the team,cuando jorge robledo entró en el territorio caldense titirama y pimarucua fueron los primeros caciques con quienes tuvo contacto en las faldas del río pozo los cuales se encontraban en sus sementares provistas de armas fue por el hecho de haber herido mortalmente a robledo que los conquistadores le declararon la guerra a muerte a los indígenas cometiendo crueldades en esta provincia marmato fue descubierto en el año de  por los soldados que bajo la orden del conquistador español sebastián de belalcazar se encontraban a cargo del mariscal jorge robledo en  el conquistador juan badillo y sus soldados reconocieron el territorio pero al parecer no se animaron a permanecer en la región debido a que sus pobladores aborígenes los cartamas se encontraban en pie de guerra el  de agosto de  robledo funda anserma el conquistador sebastián de belalcázar le ordena al capitán miguel lópez muñoz fundar una villa el  de julio de  se funda santiago de arma ofendido con el mariscal jorge robledo al que persigue y acosa miguel lópez fue encargado por sebastián de belalcázar en territorios de los aborígenes concuyes o armas que pocos años antes ya había descubierto jorge robledo dicha delegación no era con el criterio de levantar un pueblo perdurable sino más bien como una fuerza militar desde l,ADP PROPN SPACE PRON VERB VERB ADP NOUN VERB VERB VERB ADP ADJ PUNCT NOUN NOUN NOUN CCONJ VERB VERB VERB DET NOUN PART VERB NOUN NOUN VERB PRON VERB PART VERB VERB NOUN CCONJ ADV VERB ADJ NOUN NOUN NOUN ADP NOUN ADP DET NOUN ,IN NNP _SP PRP VBD VBN IN NN VBD VBN VBN IN JJ HYPH NN NNS NN CC MD VB VBG DT NN TO VB NN NN VBD PRP VBD TO VB VBG NN CC RB VB JJ NN NN NN IN NN IN DT NN ,SCONJ NOUN ADJ VERB ADP DET NOUN ADJ NOUN CCONJ NOUN AUX DET ADJ NOUN ADP PRON VERB NOUN ADP DET NOUN ADP NOUN VERB DET PRON PRON VERB ADP DET ADJ NOUN ADP NOUN AUX ADP DET NOUN ADP AUX VERB ADV ADP NOUN SCONJ DET NOUN PRON VERB DET NOUN ADP NOUN ADP DET NOUN VERB NOUN ADP DET NOUN ADJ AUX VERB ADP DET NOUN ADP SPACE ADP DET NOUN PRON ADP DET NOUN ADP NOUN ADJ NOUN ADP VERB PRON VERB ADP NOUN ADP NOUN NOUN ADJ ADP SPACE DET NOUN NOUN ADJ CCONJ DET NOUN VERB DET NOUN CCONJ ADP NOUN ADV PRON VERB ADP VERB ADP DET NOUN ADJ ADP SCONJ DET NOUN ADJ DET NOUN PRON VERB ADP NOUN ADP NOUN DET SPACE ADP NOUN ADP SPACE ADJ VERB VERB DET NOUN VERB ADP VERB PRON VERB ADP NOUN ADJ AUX NOUN VERB DET NOUN DET SPACE ADP NOUN ADP SPACE PRON VERB NOUN ADP NOUN ADJ ADP DET NOUN NOUN ADJ ADP PRON VERB CCONJ VERB NOUN AUX AUX VERB ADP NOUN ADP VERB ADP NOUN ADP DET NOUN ADJ CCONJ NOUN PRON DET NOUN ADV ADV AUX VERB NOUN ADJ ADJ NOUN ADV AUX ADP DET NOUN ADP VERB DET NOUN ADJ CCONJ ADV ADV SCONJ DET NOUN ADJ ADP NOUN ,IN NNS JJ VBD IN DT NN JJ NN CC NNS VBD DT JJ NNS IN WP VBD NN IN DT NNS IN NN VBZ DT WP PRP VBD IN PRP$ JJ NNS IN NNS VBD IN DT NN IN TO VB VBN RB IN NN IN DT NNS PRP VBD DT NN IN NNP IN DT NNS VBG NNS IN DT NN JJ VBD VBN IN DT NN IN _SP IN DT NNS DT IN DT NN IN NN JJ NNP IN TO VB PRP VBD IN NNP IN NNP NNS JJ IN _SP DT NN NN JJ CC PRP$ NNS VBD DT NN CC IN NNP RB PRP VBD IN TO VB IN DT NN JJ IN IN PRP$ NNS JJ DT NNS PRP VBD IN NNP IN NN DT _SP IN NNP IN _SP JJ VBZ VBZ DT NN VBZ IN TO VB PRP VBZ IN NN JJ TO VB NNP TO VB DT NN DT _SP IN NNP IN _SP PRP VBZ NN IN NN JJ IN DT NNP NNP JJ IN DT VBZ CC VBZ NN TO VB VBD VBN IN NNP IN TO VB IN NNS IN DT NNS JJ CC NNS DT DT NNS RB RB VBD VBN NNS JJ JJ NN RB VBD IN DT NN IN TO VB DT NN JJ CC RB RB IN DT NN JJ IN NN 
176,in the origins the village of bussy appeared in  under the roman name of villa buxido in  the territory formed a large parish under the protection of saint-georges nevertheless the full name of bussy-saint-georges only appeared in the th century the name of bussy comes from buscus because of the citys native environment initially composed of woods and lots of groves in the middle ages bussy-saint-martin et bussy-saint-georges was unified under a unique landlord authority the lords of bussy here is the list of the successive lords of bussy,una explicación anotada de cada caso enjuiciado en virtud del artículo  del código penal soviético desde la muerte de stalin hasta la caída del comunismo con referencia a los archivos pertinentes de los archivos estatales de la federación de rusia [garf] para los investigadores,ADP DET NOUN DET NOUN ADP NOUN VERB ADP SPACE ADP DET ADJ NOUN ADP NOUN NOUN ADP SPACE DET NOUN VERB DET ADJ NOUN ADP DET NOUN ADP NOUN PUNCT NOUN ADV DET ADJ NOUN ADP ADJ PUNCT NOUN PUNCT NOUN ADV VERB ADP DET X NOUN DET NOUN ADP NOUN VERB ADP NOUN ADP ADP DET NOUN ADJ NOUN ADV VERB ADP NOUN CCONJ NOUN ADP NOUN ADP DET ADJ NOUN ADJ PUNCT NOUN PUNCT NOUN NOUN ADJ PUNCT NOUN PUNCT PROPN VERB VERB ADP DET ADJ NOUN NOUN DET NOUN ADP NOUN ADV VERB DET NOUN ADP DET ADJ NOUN ADP ADJ ,IN DT NNS DT NN IN NN VBD IN _SP IN DT JJ NN IN NN NN IN _SP DT NN VBD DT JJ NN IN DT NN IN NN HYPH NNS RB DT JJ NN IN JJ HYPH NN HYPH NNS RB VBD IN DT XX NN DT NN IN NN VBZ IN NN IN IN DT NN JJ NN RB VBN IN NNS CC NNS IN NNS IN DT JJ NNS JJ HYPH NN HYPH NN NN JJ HYPH NN HYPH NNP VBD VBN IN DT JJ NN NN DT NNS IN NN RB VBZ DT NN IN DT JJ NNS IN JJ ,DET NOUN ADJ ADP DET NOUN ADJ ADP NOUN ADP NOUN SPACE ADP NOUN ADJ ADJ ADP DET NOUN ADP NOUN ADP DET NOUN ADP NOUN ADP NOUN ADP DET NOUN ADJ ADP DET NOUN ADJ ADP DET NOUN ADP NOUN ADJ NOUN ADJ ADP DET NOUN ,DT NN JJ IN DT NN JJ IN NNP IN NN _SP IN NN JJ JJ IN DT NN IN NN IN DT NN IN NN IN NN IN DT NNS JJ IN DT NNS JJ IN DT NN IN NN JJ NNP JJ IN DT NNS 
177,teresa wright - class of  academy award-winning actress whose films include mrs miniver shadow of a doubt and the pride of the yankees,sabemos que aparte del maestro isa también participaron en la construcción un arquitecto turco isa muhammad effendi discípulo de sinan gerónimo veroneo de venecia y amanat shirazi de persia,PROPN NOUN PUNCT NOUN ADP SPACE NOUN NOUN PUNCT VERB NOUN DET NOUN VERB NOUN NOUN NOUN ADP DET NOUN CCONJ DET NOUN ADP DET NOUN ,NNP NN HYPH NN IN _SP NN NN HYPH VBG NN WP$ NNS VBP NN NN NN IN DT NN CC DT NN IN DT NNS ,VERB SCONJ ADV ADP NOUN AUX ADV VERB ADP DET NOUN DET NOUN ADJ AUX ADV ADJ NOUN ADP NOUN ADJ NOUN ADP NOUN CCONJ DET NOUN ADP NOUN ,VBP IN RB IN NN VBZ RB VBD IN DT NN DT NN JJ VBZ RB JJ NN IN NN JJ NN IN NN CC DT NN IN NN 
178,"the harrell formation was first described by charles butts in  hasson and dennison  state ""the harrell shale consists of very dark gray thinly laminated platy- to sheety-weathering shale underlain in certain areas by the grayish black shale of the burket member""",además ha trabajado para artistas de la talla de tool smashing pumpkins muse silverchair y rush abarcando géneros y generaciones que va llevando a un sonido que es a la vez familiar y progresiva también cosecha trabajos con bandas de hard rock agresivo como stone sour godsmack staind y coheed and cambria mientras se mantiene una conexión con otros extremos del espectro con artistas como king crimson y nusrat fateh ali khan,DET NOUN NOUN VERB ADV VERB ADP PROPN NOUN ADP SPACE NOUN CCONJ NOUN SPACE NOUN PUNCT DET NOUN NOUN VERB ADP ADV ADJ ADJ ADV ADJ NOUN ADP NOUN PUNCT VERB NOUN NOUN ADP ADJ NOUN ADP DET ADJ ADJ NOUN ADP DET NOUN NOUN PUNCT ,DT NN NN VBD RB VBN IN NNP NNS IN _SP NN CC NN _SP NN `` DT NN NN VBZ IN RB JJ JJ RB JJ NN IN NN HYPH VBG NN NN IN JJ NNS IN DT JJ JJ NN IN DT NN NN '' ,ADV AUX VERB ADP NOUN ADP DET NOUN ADP NOUN NOUN NOUN NOUN ADJ CCONJ NOUN VERB NOUN CCONJ NOUN PRON AUX VERB ADP DET NOUN PRON AUX ADP DET NOUN ADJ CCONJ ADJ ADV VERB NOUN ADP NOUN ADP NOUN ADJ ADJ SCONJ NOUN NOUN ADJ PROPN CCONJ NOUN NOUN NOUN SCONJ PRON VERB DET NOUN ADP DET NOUN ADP NOUN ADP NOUN SCONJ NOUN ADJ CCONJ ADJ NOUN PRON VERB ,RB VBZ VBN IN NNS IN DT NN IN NNP NNP NNP NN JJ CC NN VBG NNS CC NNS DT VBZ VBG IN DT NN DT VBZ IN DT NN JJ CC JJ RB VBZ NNS IN NNS IN NN JJ JJ IN NNP NN JJ NNP CC NNP NNP NNP IN PRP VBZ DT NN IN DT NNS IN NN IN NNS IN NNP JJ CC JJ NNP DT VBP 
179,the film was scheduled to start shooting in september  but it had to be postponed due to russias defense ministry not issuing a permit for the shoot in the country which would run for about a month according to the hollywood reporter russias defense ministry originally promised cooperation with the crew wanting to provide realism expertise to the movie but later it reportedly grew concerned about granting access to classified information and locations on  february  screendailycom reported that shooting was scheduled to start in april,evitación los organismos evitadores minimizan las variaciones internas utilizando algún mecanismo de escape comportamental que les permite evitar los cambios ambientales ya sea espacial buscando microhábitats no estresantes como cuevas escondrijos o a mayor escala las migraciones o temporal hibernación sopor diapausa huevos y pupas resistentes,DET NOUN VERB VERB PART VERB VERB ADP NOUN SPACE CCONJ PRON VERB PART VERB VERB ADJ ADP NOUN NOUN NOUN ADV VERB DET NOUN ADP DET NOUN ADP DET NOUN DET VERB VERB ADP ADV DET NOUN VERB ADP DET NOUN NOUN NOUN NOUN NOUN ADV VERB NOUN ADP DET NOUN VERB PART VERB NOUN NOUN ADP DET NOUN CCONJ ADV PRON ADV VERB ADJ ADP VERB NOUN ADP ADJ NOUN CCONJ NOUN ADP SPACE NOUN SPACE NOUN VERB ADP NOUN VERB VERB PART VERB ADP NOUN ,DT NN VBD VBN TO VB VBG IN NN _SP CC PRP VBD TO VB VBN JJ IN NN NN NN RB VBG DT NN IN DT NN IN DT NN WDT MD VB IN RB DT NN VBG IN DT NN NN NN NN NN RB VBD NN IN DT NN VBG TO VB NN NN IN DT NN CC RBR PRP RB VBD JJ IN VBG NN IN JJ NN CC NNS IN _SP NN _SP NN VBD IN NN VBD VBN TO VB IN NN ,NOUN DET NOUN ADJ VERB DET NOUN ADJ VERB DET NOUN ADP NOUN ADJ PRON PRON VERB VERB DET NOUN ADJ ADV AUX ADJ VERB ADJ ADV ADJ SCONJ NOUN ADJ CCONJ ADP ADJ NOUN DET NOUN CCONJ ADJ NOUN ADP VERB NOUN CCONJ NOUN ADJ ,NN DT NNS JJ VBP DT NNS JJ VBG DT NN IN NN JJ DT PRP VBZ TO VB DT NNS JJ RB VBZ JJ VBG JJ RB JJ IN NNS JJ CC IN JJ NN DT NNS CC JJ NN IN VBZ NNS CC NNS JJ 
180,she was born in  august  the daughter of curt carlson who founded the company in  she received a bachelors degree from smith college in ,el ypané es un río de paraguay que discurre en sentido este - oeste hasta desembocar en el río paraguay nace en la cordillera de amambay en sus primeros kilómetros de recorrido discurre a través del departamento de amambay y luego constituye el límite natural entre los departamentos de concepción y san pedro desemboca en el río paraguay justo al sur de la ciudad de concepción,PRON VERB VERB ADP SPACE ADJ SPACE DET NOUN ADP ADJ PROPN PRON VERB DET NOUN ADP SPACE PRON VERB DET NOUN NOUN ADP NOUN NOUN ADP ,PRP VBD VBN IN _SP JJ _SP DT NN IN JJ NNP WP VBD DT NN IN _SP PRP VBD DT NNS NN IN NN NN IN ,DET NOUN AUX DET NOUN ADP NOUN PRON VERB ADP NOUN DET PUNCT NOUN ADP VERB ADP DET NOUN PROPN VERB ADP DET NOUN ADP NOUN ADP DET ADJ NOUN ADP NOUN VERB ADP NOUN ADP NOUN ADP NOUN CCONJ ADV VERB DET NOUN ADJ ADP DET NOUN ADP NOUN CCONJ NOUN ADJ VERB ADP DET NOUN ADJ ADV ADP NOUN ADP DET NOUN ADP NOUN ,DT NN VBZ DT NN IN NN DT VBZ IN NN DT SYM NN IN TO VB IN DT NN NNP VBZ IN DT NN IN NNP IN PRP$ JJ NNS IN NN VBZ IN NNP IN NN IN NN CC RB VBZ DT NN JJ IN DT NNS IN NN CC NN JJ VBZ IN DT NN JJ RB IN NN IN DT NN IN NN 
181,"at the time page conceived of backrub the web comprised an estimated  million documents with an untold number of links between them the computing resources required to crawl such a beast were well beyond the usual bounds of a student project unaware of exactly what he was getting into page began building out his crawler the ideas complexity and scale lured brin to the job a polymath who had jumped from project to project without settling on a thesis topic he found the premise behind backrub fascinating ""i talked to lots of research groups"" around the school brin recalls ""and this was the most exciting project both because it tackled the web which represents human knowledge and because i liked larry""",telmatobius atahualpai es una especie de anfibio anuro de la familia telmatobiidae se encuentra en la cordillera central norte de perú entre los  y los  msnm[]​,ADP DET NOUN NOUN VERB ADP NOUN DET NOUN VERB DET VERB SPACE NUM NOUN ADP DET ADJ NOUN ADP NOUN ADP PRON DET NOUN NOUN VERB PART VERB DET DET NOUN VERB ADV ADP DET ADJ NOUN ADP DET NOUN NOUN ADJ ADP ADV PRON PRON VERB VERB ADP NOUN VERB VERB PART DET NOUN DET NOUN NOUN CCONJ NOUN VERB NOUN ADP DET NOUN DET NOUN PRON VERB VERB ADP NOUN PART VERB ADP VERB ADP DET NOUN NOUN PRON VERB DET NOUN ADP NOUN ADJ PUNCT PRON VERB ADP NOUN ADP NOUN NOUN PUNCT ADP DET NOUN NOUN VERB PUNCT CCONJ DET VERB DET ADV ADJ NOUN DET ADP PRON VERB DET NOUN DET VERB ADJ NOUN CCONJ ADP PRON VERB NOUN PUNCT ,IN DT NN NN VBN IN NN DT NN VBD DT VBN _SP CD NNS IN DT JJ NN IN NNS IN PRP DT NN NNS VBN TO VB PDT DT NN VBD RB IN DT JJ NNS IN DT NN NN JJ IN RB WP PRP VBD VBG IN NN VBD VBG RP PRP$ NN DT NNS NN CC NN VBD NN IN DT NN DT NN WP VBD VBN IN NN TO VB IN VBG IN DT NN NN PRP VBD DT NN IN NN JJ '' PRP VBD IN NNS IN NN NNS '' IN DT NN NN VBZ '' CC DT VBD DT RBS JJ NN DT IN PRP VBD DT NN WDT VBZ JJ NN CC IN PRP VBD NN '' ,VERB ADJ AUX DET NOUN ADP NOUN ADJ ADP DET NOUN NOUN PRON VERB ADP DET NOUN ADJ ADJ ADP NOUN ADP DET SPACE CCONJ DET SPACE NOUN ,TO VB JJ VBZ DT NN IN NN JJ IN DT NN NNP PRP VBZ IN DT NN JJ JJ IN NN IN DT _SP CC DT _SP NNP 
182,rêve de la mère a statue erected in  dedicated to the boat people and refugees from the vietnam war bussy-saint-georges is home to a significant vietnamese population and the statue is a symbol for vietnamese refugees seeing france as a free nation and is a reminder for french-born vietnamese of their ancestral roots and culture,"la crítica del concepto dominus mundi ""señor"" del mundo a partir de la crisis de la escolástica se expresó en filósofos como nicolás oresme[]​ otros autores que reflexionaron sobre el asunto fueron ya en el humanismo erasmo de rotterdam[]​ y guillaume postel[]​",X X X X DET NOUN VERB ADP SPACE VERB ADP DET NOUN NOUN CCONJ NOUN ADP DET NOUN NOUN ADJ PUNCT NOUN PUNCT PROPN VERB NOUN ADP DET ADJ ADJ NOUN CCONJ DET NOUN VERB DET NOUN ADP ADJ NOUN VERB NOUN ADP DET ADJ NOUN CCONJ VERB DET NOUN ADP NOUN PUNCT VERB NOUN ADP DET ADJ NOUN CCONJ NOUN ,FW FW FW FW DT NN VBN IN _SP VBN IN DT NN NNS CC NNS IN DT NN NN JJ HYPH NN HYPH NNP VBZ NN IN DT JJ JJ NN CC DT NN VBZ DT NN IN JJ NNS VBG NN IN DT JJ NN CC VBZ DT NN IN NN HYPH VBN NN IN PRP$ JJ NNS CC NN ,DET NOUN ADP NOUN ADJ ADJ PUNCT NOUN PUNCT ADP NOUN ADP NOUN ADP DET NOUN ADP DET NOUN PRON VERB ADP NOUN SCONJ NOUN CCONJ DET NOUN PRON VERB ADP DET NOUN AUX ADV ADP DET NOUN ADJ ADP NOUN CCONJ VERB PROPN ,DT NN IN NN JJ JJ '' NN '' IN NN IN NNP IN DT NN IN DT NN PRP VBD IN NNS IN NN CC DT NNS DT VBD IN DT NN VBD RB IN DT NN JJ IN NN CC VBZ NNP 
183,even though pages new model was unsustainable and led to disgruntlement among the affected employees his issue with engineers being managed by non-engineering staff gained traction more broadly eventually the practice of only instating engineers into the management roles of engineering teams was established as a standard across silicon valley,la falta de información completa y fiable en cuanto a noticias sobre el proyecto ha causado innumerables especulaciones la construcción del taj mahal se inició en  y duró  años investigaciones recientes sugieren que el arquitecto persa ustad ahmad lahauri fue probablemente el principal arquitecto de la obra una afirmación basada en una reclamación presentada en los escritos por el hijo de lutfullah lahauri muhasndis[]​ en la construcción participaron los maestros albañiles de todo el mundo incluido el imperio otomano la india persia y de italia,ADV ADP NOUN ADJ NOUN VERB ADJ CCONJ VERB ADP NOUN ADP DET ADJ NOUN DET NOUN ADP NOUN VERB VERB ADP ADJ ADJ ADJ NOUN VERB NOUN ADV ADV ADV DET NOUN ADP ADV VERB NOUN ADP DET NOUN NOUN ADP NOUN NOUN VERB VERB ADP DET NOUN ADP NOUN NOUN ,RB IN NNS JJ NN VBD JJ CC VBD IN NN IN DT JJ NNS PRP$ NN IN NNS VBG VBN IN JJ JJ JJ NN VBD NN RBR RB RB DT NN IN RB VBG NNS IN DT NN NNS IN NN NNS VBD VBN IN DT NN IN NN NN ,DET NOUN ADP NOUN ADJ CCONJ ADJ ADP NOUN ADP NOUN ADP DET NOUN AUX VERB ADJ NOUN DET NOUN ADP NOUN NOUN PRON VERB ADP SPACE CCONJ VERB SPACE NOUN NOUN ADJ VERB SCONJ DET NOUN NOUN NOUN NOUN VERB AUX ADV DET ADJ NOUN ADP DET NOUN DET NOUN ADJ ADP DET NOUN ADJ ADP DET NOUN ADP DET NOUN ADP NOUN NOUN NOUN ADP DET NOUN VERB DET NOUN ADJ ADP DET DET NOUN ADJ DET NOUN ADJ DET ADJ NOUN CCONJ ADP NOUN ,DT NN IN NN JJ CC JJ IN NNP IN NNS IN DT NN VBZ VBN JJ NNS DT NN IN NNP NNP PRP VBD IN _SP CC VBD _SP NNS NNS JJ VBP IN DT NN NNP NNP NNP VBP VBD RB DT JJ NN IN DT NN DT NN JJ IN DT NN JJ IN DT NNS IN DT NN IN NNP NNP NN IN DT NN VBD DT NNS JJ IN DT DT NN JJ DT NN JJ DT JJ NN CC IN NN 
