,sentence,correct,error_type,tags,tags_trigram,ud,ud_trigram,en,es
37,Do you can swim?,False,UV,VBP PRP MD VB . ,VBP PRP MD,VERB PRON VERB VERB PUNCT ,VERB PRON VERB,-2.569750327883496,-3.470459560100382
38,They will can do it next week.,False,UV,PRP MD MD VB PRP JJ NN . ,MD MD VB,PRON VERB VERB VERB PRON ADJ NOUN PUNCT ,VERB VERB VERB,-13.676895786354642,-28.072273825881723
39,She went up the stairs.,True,_,PRP VBD RP DT NNS . ,VBD RP DT,PRON VERB PART DET NOUN PUNCT ,VERB PART DET,-7.4691188792566034,-19.92276250444998
40,She went up the book.,False,MT,PRP VBD RP DT NN . ,VBD RP DT,PRON VERB PART DET NOUN PUNCT ,VERB PART DET,-6.038306543636184,-18.44061387678121
41,They were waiting.,True,_,PRP VBD VBG . ,PRP VBD VBG,PRON VERB VERB PUNCT ,PRON VERB VERB,-3.594318910378617,-4.394556890066814
42,Mary laughed.,True,_,NNP VBD . ,NNP VBD .,PROPN VERB PUNCT ,PROPN VERB PUNCT,-3.907888289685737,-5.518581463621182
43,What did she laugh?,False,MT,WP VBD PRP VB . ,VB . _,PRON VERB PRON VERB PUNCT ,VERB PUNCT _,-5.709355644926337,-14.028404010078027
44,Football likes me.,False,_,NN VBZ PRP . ,NN VBZ PRP,NOUN VERB PRON PUNCT ,NOUN VERB PRON,-4.428685518100553,-6.227604460897945
45,"Do you want to go? No, I don't want.",False,MT,"VBP PRP VB TO VB . UH , PRP VBP RB VB . ",VB . _,VERB PRON VERB PART VERB PUNCT INTJ PUNCT PRON VERB ADV VERB PUNCT ,VERB PUNCT _,-21.943401034349417,-37.450521846825126
46,I like to get up early; I'm used.,False,MA,PRP VBP TO VB RP RB : PRP VBP VBN . ,VBN . _,PRON VERB PART VERB PART ADV PUNCT PRON VERB VERB PUNCT ,VERB PUNCT _,-17.886336956849327,-25.462823757442152
47,"Are they coming? No, I don't think.",False,MA,"VBP PRP VBG . UH , PRP VBP RB VB . ",VB . _,VERB PRON VERB PUNCT INTJ PUNCT PRON VERB ADV VERB PUNCT ,VERB PUNCT _,-20.820886706366675,-30.382533941682937
48,Look! It rains!,False,TV,VB . PRP VBZ . ,PRP VBZ .,VERB PUNCT PRON VERB PUNCT ,PRON VERB PUNCT,-6.37620816015193,-7.118408782115657
49,I wait for you at home.,False,MV,PRP VBP IN PRP IN NN . ,VBP IN PRP,PRON VERB ADP PRON ADP NOUN PUNCT ,VERB ADP PRON,-9.273740889589275,-9.854077433210875
50,I see her this evening.,False,MV,PRP VBP PRP DT NN . ,VBP PRP DT,PRON VERB PRON DET NOUN PUNCT ,VERB PRON DET,-7.555214630907369,-7.473152932606533
51,How long are you working in your present job?,False,TV,WRB RB VBP PRP VBG IN PRP$ JJ NN . ,VBP PRP VBG,ADV ADV VERB PRON VERB ADP DET ADJ NOUN PUNCT ,VERB PRON VERB,-16.59757076575722,-21.383350754298228
52,It's a long time that I live here.,False,TV,PRP VBZ DT JJ NN WDT PRP VBP RB . ,VBP RB .,PRON VERB DET ADJ NOUN DET PRON VERB ADV PUNCT ,VERB ADV PUNCT,-11.18521525578188,-15.214872873934508
53,When has she received the letter?,False,TV,WRB VBZ PRP VBD DT NN . ,VBZ PRP VBD,ADV VERB PRON VERB DET NOUN PUNCT ,VERB PRON VERB,-9.221331128394935,-11.225901239486676
54,Today I've finished work early because I've started at seven o'clock this morning.,False,UV,NN PRP VB VBN NN RB IN PRP VB VBN IN CD NN DT NN . ,VB VBN NN,NOUN PRON VERB VERB NOUN ADV ADP PRON VERB VERB ADP NUM NOUN DET NOUN PUNCT ,VERB VERB NOUN,-43.04966748883738,-54.379568484914124
55,"When we were young, we were playing a lot of tennis.",False,TV,"WRB PRP VBD JJ , PRP VBD VBG DT NN IN NN . ",VBD VBG DT,ADV PRON VERB ADJ PUNCT PRON VERB VERB DET NOUN ADP NOUN PUNCT ,VERB VERB DET,-21.496464753800687,-21.891099133899473
56,"When I was a teenager, I was having a motorbike.",False,TV,"WRB PRP VBD DT NN , PRP VBD VBG DT NN . ",VBD VBG DT,ADV PRON VERB DET NOUN PUNCT PRON VERB VERB DET NOUN PUNCT ,VERB VERB DET,-17.87222574532203,-18.097658351353612
57,She wasn't knowing that he had died.,False,TV,PRP VBD RB VBG IN PRP VBD VBN . ,VBD RB VBG,PRON VERB ADV VERB ADP PRON VERB VERB PUNCT ,VERB ADV VERB,-15.161413777915742,-17.409137094609097
58,Come you tomorrow!,False,UA,VB PRP NN . ,PRP NN .,VERB PRON NOUN PUNCT ,PRON NOUN PUNCT,-4.49571298713768,-4.3514750408351
59,"When Mary will get here, tell her to come in.",False,TV,"WRB NNP MD VB RB , VB PRP TO VB RP . ",MD VB RB,ADV PROPN VERB VERB ADV PUNCT VERB PRON PART VERB PART PUNCT ,VERB VERB ADV,-18.569213856896578,-27.648162356944017
60,I use to do a lot of exercise.,False,TV,PRP VBP TO VB DT NN IN NN . ,VBP TO VB,PRON VERB PART VERB DET NOUN ADP NOUN PUNCT ,VERB PART VERB,-6.8772379447398535,-6.529931887134321
61,The house built itself before the war.,False,MV,DT NN VBD PRP IN DT NN . ,VBD PRP IN,DET NOUN VERB PRON ADP DET NOUN PUNCT ,VERB PRON ADP,-10.827132702868381,-13.252614787312806
62,They were given bikes for Christmas.,True,_,PRP VBD VBN NNS IN NNP . ,PRP VBD VBN,PRON VERB VERB NOUN ADP PROPN PUNCT ,PRON VERB VERB,-10.77085232305559,-9.612773337626503
63,Polly was owed a lot of money.,True,_,NNP VBD VBN DT NN IN NN . ,VBD VBN DT,PROPN VERB VERB DET NOUN ADP NOUN PUNCT ,VERB VERB DET,-8.756283817573824,-7.53304918669733
64,To smoke is bad for you.,False,FV,TO VB VBZ JJ IN PRP . ,TO VB VBZ,PART VERB VERB ADJ ADP PRON PUNCT ,PART VERB VERB,-9.835143158399722,-10.545825207300993
65,It's difficult learn English.,False,FV,PRP VBZ JJ VBP NNP . ,VBP NNP .,PRON VERB ADJ VERB PROPN PUNCT ,VERB PROPN PUNCT,-12.694249752600749,-14.432103443048653
66,Let us to see.,False,FV,VB PRP TO VB . ,TO VB .,VERB PRON PART VERB PUNCT ,PART VERB PUNCT,-2.280563693418444,-3.641046143130286
67,The food is more important than the art.,False,UD,DT NN VBZ RBR JJ IN DT NN . ,DT NN .,DET NOUN VERB ADV ADJ ADP DET NOUN PUNCT ,DET NOUN PUNCT,-11.687328022232778,-15.61431618499026
68,Do you like the big dogs?,False,UD,VBP PRP VB DT JJ NNS . ,DT JJ NNS,VERB PRON VERB DET ADJ NOUN PUNCT ,DET ADJ NOUN,-7.386096869127843,-14.239140078898325
69,"That is the yours, and this is the mine.",False,UD,"DT VBZ DT NNS , CC DT VBZ DT NN . ",DT NN .,DET VERB DET NOUN PUNCT CCONJ DET VERB DET NOUN PUNCT ,DET NOUN PUNCT,-15.434054908011333,-15.0308103747417
70,Do you have car?,False,MD,VBP PRP VB NN . ,VB NN .,VERB PRON VERB NOUN PUNCT ,VERB NOUN PUNCT,-5.998464804573323,-13.086799908234411
71,Her sister is dentist.,False,MD,PRP$ NN VBZ NN . ,NN . _,DET NOUN VERB NOUN PUNCT ,NOUN PUNCT _,-6.216240390507591,-6.2096182343812885
72,I have ones nice American friends.,False,RQ,PRP VBP NNS JJ JJ NNS . ,NNS JJ JJ,PRON VERB NOUN ADJ ADJ NOUN PUNCT ,NOUN ADJ ADJ,-14.151581832194601,-11.92694359411242
73,The table is dirty.,True,_,DT NN VBZ JJ . ,NN VBZ JJ,DET NOUN VERB ADJ PUNCT ,NOUN VERB ADJ,-5.256458531036605,-5.136983128923438
74,"Clean her, please.",False,RA,"VB PRP , UH . ","VB PRP ,",VERB PRON PUNCT INTJ PUNCT ,VERB PRON PUNCT,-8.905150199457307,-9.642363329194406
75,"They showed me two models, and I bought the small.",False,M,"PRP VBD PRP CD NNS , CC PRP VBD DT JJ . ",JJ . _,PRON VERB PRON NUM NOUN PUNCT CCONJ PRON VERB DET ADJ PUNCT ,ADJ PUNCT _,-20.88740104722438,-25.160480883341993
76,I am more old than my sister.,False,IJ,PRP VBP RBR JJ IN PRP$ NN . ,RBR JJ IN,PRON VERB ADV ADJ ADP DET NOUN PUNCT ,ADV ADJ ADP,-10.216580105205486,-20.988469858341173
77,Barcelona is the more large city of Catalonia.,False,IJ,NNP VBZ DT RBR JJ NN IN NNP . ,RBR JJ NN,PROPN VERB DET ADV ADJ NOUN ADP PROPN PUNCT ,ADV ADJ NOUN,-11.846365953904165,-16.507677398982995
78,Rosa isn't French. Is Spanish.,False,MA,NNP VBZ RB NNP . VBZ JJ . ,VBZ JJ .,PROPN VERB ADV PROPN PUNCT VERB ADJ PUNCT ,VERB ADJ PUNCT,-18.799271061736007,-18.742386101980415
79,Have gone home because wanted to go to bed.,False,MA,VBP VBN RB IN VBD TO VB IN NN . ,VBP VBN RB,VERB VERB ADV ADP VERB PART VERB ADP NOUN PUNCT ,VERB VERB ADV,-17.744834312176312,-13.87297982365827
80,Was raining.,False,MA,VBD VBG . ,VBD VBG .,VERB VERB PUNCT ,VERB VERB PUNCT,-3.368406185867393,-2.875571802729899
81,That's the man who he lives next door to us.,False,UA,DT VBZ DT NN WP PRP VBZ JJ NN IN PRP . ,IN PRP .,DET VERB DET NOUN PRON PRON VERB ADJ NOUN ADP PRON PUNCT ,ADP PRON PUNCT,-20.164583124745217,-21.777246601259886
82,I saw she.,False,RA,PRP VBD PRP . ,VBD PRP .,PRON VERB PRON PUNCT ,VERB PRON PUNCT,-3.318156679703915,-5.147973678540479
83,They know we.,False,RA,PRP VBP PRP . ,PRP . _,PRON VERB PRON PUNCT ,PRON PUNCT _,-2.833050158541094,-4.477666264638299
84,How many cakes is it in the cupboard?,False,AGV,WRB JJ NNS VBZ PRP IN DT NN . ,PRP IN DT,ADV ADJ NOUN VERB PRON ADP DET NOUN PUNCT ,PRON ADP DET,-13.111530045448658,-17.405909522104153
85,Who is it? Am I.,False,RA,WP VBZ PRP . VBP NN . ,VBP NN .,PRON VERB PRON PUNCT VERB NOUN PUNCT,VERB NOUN PUNCT,-17.49481751652397,-18.36700124834409
86,They enjoyed very much.,False,MA,PRP VBD RB RB . ,RB RB .,PRON VERB ADV ADV PUNCT ,ADV ADV PUNCT,-4.051099049754564,-5.028800395074756
87,She complained herself.,False,UA,PRP VBD PRP . ,PRP . _,PRON VERB PRON PUNCT ,PRON PUNCT _,-3.318156679703915,-5.147973678540479
88,I showered me and went out.,False,UA,PRP VBD PRP CC VBD RP . ,PRP CC VBD,PRON VERB PRON CCONJ VERB PART PUNCT ,PRON CCONJ VERB,-14.545965598386086,-21.619242033575595
89,Bill cut himself the finger.,False,RA,NNP VBD PRP DT NN . ,PRP DT NN,PROPN VERB PRON DET NOUN PUNCT ,PRON DET NOUN,-7.323674341174724,-9.590516772391123
90,Sara and Joe had both got his shoes wet.,False,RA,NNP CC NNP VBD DT VBN PRP$ NNS JJ . ,PRP$ NNS JJ,PROPN CCONJ PROPN VERB DET VERB DET NOUN ADJ PUNCT ,DET NOUN ADJ,-23.914041394552466,-21.696390794694892
91,The my cousin is in Portugal.,False,UD,DT PRP$ NN VBZ IN NNP . ,DT PRP$ NN,DET DET NOUN VERB ADP PROPN PUNCT ,DET DET NOUN,-9.043113951680258,-7.895941001122519
92,The girls we saw looked quite happy.,True,_,DT NNS PRP VBD VBD RB JJ . ,NNS PRP VBD,DET NOUN PRON VERB VERB ADV ADJ PUNCT ,NOUN PRON VERB,-14.333217468307506,-15.700816331715279
93,Did you like the woman we spoke to?,True,_,VBD PRP VB DT NN PRP VBD IN . ,VBD IN .,VERB PRON VERB DET NOUN PRON VERB ADP PUNCT ,VERB ADP PUNCT,-12.50250408716228,-18.644290704847766
94,We are going to have the house painted.,True,_,PRP VBP VBG TO VB DT NN VBN . ,TO VB DT,PRON VERB VERB PART VERB DET NOUN VERB PUNCT ,PART VERB DET,-10.351229845771398,-12.620225825346232
95,We are going to make paint the house.,False,MT,PRP VBP VBG TO VB NN DT NN . ,TO VB NN,PRON VERB VERB PART VERB NOUN DET NOUN PUNCT ,PART VERB NOUN,-13.135985189570354,-14.200842035234292
96,They refused helping their neighbours.,False,FV,PRP VBD VBG PRP$ NNS . ,VBG PRP$ NNS,PRON VERB VERB DET NOUN PUNCT ,VERB DET NOUN,-8.666904107230373,-9.34594368832123
97,I'll never forget to see that accident.,False,FV,PRP MD RB VB TO VB DT NN . ,TO VB DT,PRON AUX ADV VERB PART VERB DET NOUN PUNCT ,PART VERB DET,-5.860300865525391,-22.210500164214114
98,She explained me the problem.,False,MT,PRP VBD PRP DT NN . ,PRP DT NN,PRON VERB PRON DET NOUN PUNCT ,PRON DET NOUN,-7.214817936762105,-8.278554051586505
99,They suggested Jim to take the job.,False,W,PRP VBD NNP TO VB DT NN . ,NNP TO VB,PRON VERB PROPN PART VERB DET NOUN PUNCT ,PROPN PART VERB,-9.668149685135146,-11.751605635288648
100,I am asking that they go.,False,W,PRP VBP VBG IN PRP VBP . ,IN PRP VBP,PRON VERB VERB ADP PRON VERB PUNCT ,ADP PRON VERB,-7.852787133950636,-9.185821236299148
101,They ordered her that she should go.,False,W,PRP VBD PRP IN PRP MD VB . ,PRP IN PRP,PRON VERB PRON ADP PRON VERB VERB PUNCT ,PRON ADP PRON,-9.407892007880223,-13.774764819841373
102,They ordered her that she went.,False,W,PRP VBD PRP IN PRP VBD . ,PRP IN PRP,PRON VERB PRON ADP PRON VERB PUNCT ,PRON ADP PRON,-9.687763803444607,-12.837664660078211
103,I want that you don't go.,False,X,PRP VBP IN PRP VBP RB VB . ,IN PRP VBP,PRON VERB ADP PRON VERB ADV VERB PUNCT ,ADP PRON VERB,-8.39261495991627,-14.186516002965735
104,I want that you not go.,False,X,PRP VBP IN PRP RB VBP . ,IN PRP RB,PRON VERB ADP PRON ADV VERB PUNCT ,ADP PRON ADV,-7.641396182955072,-8.901095548369327
105,The captain ordered the soldiers that they didn't retreat.,False,X,DT NN VBD DT NNS IN PRP VBD RB VB . ,IN PRP VBD,DET NOUN VERB DET NOUN ADP PRON VERB ADV VERB PUNCT ,ADP PRON VERB,-19.70874408716931,-23.891223591026275
106,I don't know where does Mary live.,False,UV,PRP VBP RB VB WRB VBZ NNP VB . ,VBZ NNP VB,PRON VERB ADV VERB ADV VERB PROPN VERB PUNCT ,VERB PROPN VERB,-22.378925084816885,-40.89456026799391
107,They asked me how much did I earn.,False,UV,PRP VBD PRP WRB JJ VBD PRP VB . ,VBD PRP VB,PRON VERB PRON ADV ADJ VERB PRON VERB PUNCT ,VERB PRON VERB,-21.360396961309338,-48.651325857620286
108,They took to their mother to the hospital.,False,UT,PRP VBD IN PRP$ NN IN DT NN . ,IN PRP$ NN,PRON VERB ADP DET NOUN ADP DET NOUN PUNCT ,ADP DET NOUN,-8.328554237589886,-7.463703351794142
109,For what have you come?,False,W,IN WP VBP PRP VB . ,IN WP VBP,ADP PRON VERB PRON VERB PUNCT ,ADP PRON VERB,-8.66657167876619,-13.741200921706287
110,I don't know who they're working for.,True,_,PRP VBP RB VB WP PRP VBP VBG IN . ,VBG IN .,PRON VERB ADV VERB PRON PRON VERB VERB ADP PUNCT ,VERB ADP PUNCT,-13.691789991140643,-27.092351231193913
111,Who does Fred sit next to?,True,_,WP VBZ NNP VB RB IN . ,RB IN .,PRON VERB PROPN VERB ADV ADP PUNCT ,ADV ADP PUNCT,-13.231783555944979,-17.507474425857286
112,"After to see the film, we went for a meal.",False,FV,"IN TO VB DT NN , PRP VBD IN DT NN . ",TO VB DT,ADP PART VERB DET NOUN PUNCT PRON VERB ADP DET NOUN PUNCT ,PART VERB DET,-12.66287285049012,-12.420549506200722
113,I've got two news for you.,False,CN,PRP VB VBN CD NN IN PRP . ,CD NN IN,PRON VERB VERB NUM NOUN ADP PRON PUNCT ,NUM NOUN ADP,-15.139307741440852,-21.625697401585928
